date,time,name,images,logo,video,category,details,tagline,developer,pricing_text,similar,terms_of_service,privacy_policy,url
2022-01-08,08:18:49 PM,journy.io,"https://static.intercomassets.com/developer-home/change-request-image-uploads/7824/original/Intercom1-1636369636-1638802572.png?1638802572, https://static.intercomassets.com/developer-home/change-request-image-uploads/7825/original/Intercom2-1636369633-1638802576.png?1638802576, https://static.intercomassets.com/developer-home/change-request-image-uploads/7826/original/Intercom3-1636369630-1638802579.png?1638802579, https://static.intercomassets.com/developer-home/change-request-image-uploads/7827/original/Intercom4-1636369627-1638802583.png?1638802583, https://static.intercomassets.com/developer-home/change-request-image-uploads/7828/original/Intercom5-1636369622-1638802586.png?1638802586",https://static.intercomassets.com/developer-home/change-request-image-uploads/7823/original/Rectangle-1619691433-1638802304.png?1638802304,,"Analytics, Data & Enrichment","journy.io monitors customer interactions on websites and platforms, and provides engagement metrics to drive conversion, activation, adoption, retention, and growth, while fighting churn… right from within Intercom. Metrics include health scores, lead qualification, product feature adoption and churn detection. Works for B2C, traditional B2B and SaaS.Advantages of integrating journy.io with IntercomShare account and user properties with Intercom companies and contacts (e.g. Health, Stage, MRR, ...)Create advanced segments in Intercom, based on health score, stage, feature adoption, persona, and churn detection, and use them in your Intercom workflowsShare native app information from accounts and users in Intercom","Get health scores, stages, feature adoption and more in your Intercom",Built by journy.io,Trial for free,,https://www.journy.io/terms-of-use/,https://www.journy.io/privacy-policy,https://www.intercom.com/app-store/?app_package_code=journy-io-qvxg&category=analytics
2022-01-08,08:18:50 PM,Frame,"https://static.intercomassets.com/developer-home/change-request-image-uploads/2514/original/tour-summarize-1568839859.png?1568839859, https://static.intercomassets.com/developer-home/change-request-image-uploads/2515/original/tour-engagement-1568839863.png?1568839863, https://static.intercomassets.com/developer-home/change-request-image-uploads/2516/original/tour-moments-1568840003.png?1568840003, https://static.intercomassets.com/developer-home/change-request-image-uploads/2517/original/tour-exchange-detail-1568840006.png?1568840006, https://static.intercomassets.com/developer-home/change-request-image-uploads/2518/original/tour-understand-1568840010.png?1568840010",https://static.intercomassets.com/developer-home/change-request-image-uploads/2507/original/frame-logo-square-1568827481.png?1568827481,,"Analytics, Data & Enrichment","Frame is the best business intelligence product for exploring and understanding Intercom conversations combined with the best automation engine for acting on them.Rapidly and continually helps you identify what conversations are about so you can understand where teams are spending their time and decide what new themes to keep track of going forward.Analyzes your customer conversations to tell a data-driven story about what drives positive vs. negative customer outcomes, completing the picture of relationship health, so you can make better prioritization decisions and address churn risks.Enables automation workflows so you can act on the themes and signals you care about, ranging from immediate alerts or updates to your CRM/success system to weekly summary emails of high-level changes.",Understand and act on the substance of your customer conversations,Built by frame.ai,Paid app,,https://frame.ai/legal/terms-of-service/,https://frame.ai/legal/privacy-policy/,https://www.intercom.com/app-store/?app_package_code=frame-for-intercom&category=analytics
2022-01-08,08:18:51 PM,EvaluAgent,"https://static.intercomassets.com/developer-home/change-request-image-uploads/4472/original/1_-_AC_-_Import-1593507886.png?1593507886, https://static.intercomassets.com/developer-home/change-request-image-uploads/4473/original/2_-_AC_-_Evaluate-1593507891.png?1593507891, https://static.intercomassets.com/developer-home/change-request-image-uploads/4474/original/3_-_AC_-_Trends-1593507896.png?1593507896, https://static.intercomassets.com/developer-home/change-request-image-uploads/4475/original/4_-_AC_-_Gamify1-1593507900.png?1593507900, https://static.intercomassets.com/developer-home/change-request-image-uploads/4476/original/5_-_AC_-_Feedback-1593507905.png?1593507905",https://static.intercomassets.com/developer-home/change-request-image-uploads/4899/original/512_%281%29-1600947421.png?1600947421,,"Analytics, Surveys & Feedback","Improve performance and increase Customer Satisfaction (CSAT) through effective Quality Assurance (QA), Coaching and Feedback.EvaluAgent is a Quality Assurance, Coaching and Feedback platform that allows you to efficiently and consistently provide your agents with the feedback and coaching they need to increase performance and increase Customer Satisfaction. BenefitsEffortlessly import conversations from Intercome in to EvaluAgent.Automatically assign conversations for review to members of your QA team.Consistently and fairly score conversations.Provide timely feedback & coaching to your agents. 2-way sync between Intercom and EvaluAgent - see your evaluation results within Intercom!Easily track performance and report performance across all levels of your business.Don't just take our word for it! Here's what our customers are saying;""EvaluAgent has made our lives so much easier""""Willing to go above and beyond for the customers""""EvaluAgent equals no more spreadsheets!""""An excellent coaching and development tool""""EvaluAgent's clear dashboard is helping us drive the right advisor behaviours"" Sign up for a free trial of EvaluAgent today and start seeing the benefits of our platform can bring to your business! If you require any assistance getting started, you can reach the EvaluAgent team via our website chat or support@evaluagent.com.","Improve performance through Quality Assurance, Coaching & Feedback.",Built by EvaluAgent,Trial for free,,https://www.evaluagent.com/hubfs/EvaluAgent%20Terms%20of%20Service%20V1.2.pdf,https://www.evaluagent.com/privacy-security-policy,https://www.intercom.com/app-store/?app_package_code=evaluagent-vmx6&category=analytics
2022-01-08,08:18:53 PM,Stories,"https://static.intercomassets.com/developer-home/change-request-image-uploads/3719/original/Visual_1-1585072924.png?1585072924, https://static.intercomassets.com/developer-home/change-request-image-uploads/3720/original/Visual_3-1585072932.png?1585072932, https://static.intercomassets.com/developer-home/change-request-image-uploads/3721/original/Visual_2-1585072938.png?1585072938",https://static.intercomassets.com/developer-home/change-request-image-uploads/3689/original/logo-night-1584959699.png?1584959699,https://www.youtube.com/embed/ptMnC7rjdmQ?rel=0&hd=1&autoplay=0,"Analytics, Data & Enrichment","OverviewStories gathers everything that happens regarding a user on a timeline. It allows you to visualize the journey of a user, by showing you all the actions taken for or by a user; both across your product and the different tools you use.About StoriesStories helps you index and visualize user data so you can better understand your user, inform decision-making processes, and focus on what really matters. Stories gives you a definitive way to check in and very quickly learn everything a user has done on your platform. Stories tracks all actions taken for and by your users whether it be with through your product (server, website or mobile app) or through all the business tools you use.With IntercomConnect Intercom to Stories, no coding skills needed. Visualize all Intercom events within a user story. The Stories-Intercom native integration will bring all your users' Intercom activity into their own story. Track message sent and received by Intercom (email, chatbox, push) among many other events.FeaturesVisualize the entire user journey and get a 360-degree view for each user; all the actions taken for and by a user are gathered on a timeline. Stories indexes user events across all your company’s tools so you can more easily find what you’re looking for using just a name or an email address.Support team: When a user reaches out, quickly understand what is going on and find answers to questions in order to provide a more efficient support.Customer Success team: Understand key milestones during the user journey. Identify churning users as well as upsell or cross-sell opportunities.Developers: Experience the ease of diagnosing issues during development.Product Managers: Put yourself in your user’s shoes, and improve the entire user experience.",All your {user:data} in one place,Built by Stories,Some features free,,https://app.getstories.io/terms/,https://app.getstories.io/terms/,https://www.intercom.com/app-store/?app_package_code=stories-connect-wqvs&category=analytics
2022-01-08,08:18:53 PM,BrowsXP CoBrowsing,"https://static.intercomassets.com/developer-home/change-request-image-uploads/2562/original/Screen_Sharing_new1-1569497182.png?1569497182, https://static.intercomassets.com/developer-home/change-request-image-uploads/2565/original/Screen_Sharing_started_new2-1569498037.png?1569498037, https://static.intercomassets.com/developer-home/change-request-image-uploads/2566/original/Screen_Sharing_shown_new3-1569498041.png?1569498041",https://static.intercomassets.com/developer-home/change-request-image-uploads/1621/original/icon_512-1555751565.jpg?1555751565,,"Analytics, Automation, Screen capture","BrowsXP makes you more efficient handling customer requests and allows you to provide the best possible customer service experience with Intercom. The BrowsXP integration enables you to initiate screen-sharing with your customers directly from the Intercom-Chat with just one click. After the customer accepts, screen-sharing is established and you can provide competent advice and quick solutions for your customer's problems. This way you can help immediately and reduce time-consuming back and forth chatting.Learn more @https://chatvisor.com/",Screen sharing with your user - Without the need of a download,Built by Chatvisor GmbH,Trial for free,,https://chatvisor.com/terms/,https://chatvisor.com/privacy/,https://www.intercom.com/app-store/?app_package_code=chatvisor&category=analytics
2022-01-08,08:18:54 PM,Geckoboard,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6967/original/Intercom_app_image_1_%281%29-1627918846.png?1627918846, https://static.intercomassets.com/developer-home/change-request-image-uploads/6968/original/Intercom_app_image_2_%281%29-1627918858.png?1627918858, https://static.intercomassets.com/developer-home/change-request-image-uploads/6969/original/Intercom_app_image_3_%281%29-1627918862.png?1627918862",https://static.intercomassets.com/developer-home/change-request-image-uploads/6966/original/IY3TGZCpgbanUPXzAhFZgZmKymQ4WdO6uiaV1qb0-1627918036.png?1627918036,,"Analytics, Data & Enrichment","Geckoboard’s data dashboards raise the visibility of live metrics and targets for your team, so they can make faster decisions, focus on the right things, and be consistently awesome. In minutes, you can create and share tailored, real-time dashboards, using data from your Intercom account and a range of other sources, including Salesforce, Google Analytics, Spreadsheets and your own systems too. Geckoboard supports Intercom’s main support metrics, such as first response time, time to close and unassigned conversations, and lets you filter by assignee, state and more so you can display the exact metrics you need, live on your dashboard.",Easily create data dashboards that bring out the best in your team,Built by Geckoboard,Trial for free,,https://www.geckoboard.com/legal/,https://www.geckoboard.com/legal/privacy-policy/,https://www.intercom.com/app-store/?app_package_code=geckoboard-production-app&category=analytics
2022-01-08,08:18:55 PM,Grow,"https://static.intercomassets.com/developer-home/change-request-image-uploads/1711/original/1_-_aci0d5k-1557336201.png?1557336201, https://static.intercomassets.com/developer-home/change-request-image-uploads/1712/original/2_-_yjquiuA-1557336205.jpg?1557336205, https://static.intercomassets.com/developer-home/change-request-image-uploads/1713/original/3_-_mLI8EqE-1557336209.png?1557336209",https://static.intercomassets.com/appstore/images/icons/grow.png,https://fast.wistia.net/embed/iframe/4hywsdjpg3?autoPlay=false&muted=false,Analytics,"Grow empowers small and medium-sized businesses to become truly data-driven and accelerate growth by aligning team objectives and inspiring strategic decisions. Grow’s data dashboard software is the simplest way to unite and blend scattered data from hundreds of sources, including spreadsheets, databases, and SaaS applications (such as Quickbooks and Salesforce, etc.).Grow data specialists get in the trenches with you to implement your data dashboard and solve your unique challenges. Give your entire team real-time access to game-changing data with fully-customizable metrics and dashboards, and unlimited users. With Grow’s business intelligence software, enterprise-quality data insights are attainable for any business.For support visit https://www.grow.com/contact-us",Become data-driven by visually monitoring your Intercom data with Grow,Built by Grow,Trial for free,,,,https://www.intercom.com/app-store/?app_package_code=grow&category=analytics
2022-01-08,08:18:57 PM,HelpShelf,"https://static.intercomassets.com/developer-home/change-request-image-uploads/6629/original/Gallery_Image_1_%281600x1000%29-1623680668.png?1623680668, https://static.intercomassets.com/developer-home/change-request-image-uploads/6630/original/Gallery_Image_2_%281600x1000%29-1623680671.png?1623680671, https://static.intercomassets.com/developer-home/change-request-image-uploads/6631/original/Gallery_Image_3_%281600x1000%29-1623680675.png?1623680675",https://static.intercomassets.com/developer-home/change-request-image-uploads/6371/original/helpshelf-logo-square-1620722030.png?1620722030,,"Analytics, Data & Enrichment","HelpShelf combines all of your Intercom support resources into one gorgeous widget and then makes sure that it's available when it matters the most.Once your Intercom account has been connected, HelpShelf will automatically keep your Intercom articles in sync with your HelpShelf widget so that your users can quickly find the help they need.By default your Intercom articles are instantly searchable within the HelpShelf widget. However, if you want to make specific articles visible on a specific page within your website, you can also choose to pin specific articles to your HelpShelf widget on a page by page basis.",Reduce support requests and create happier customers,Built by HelpShelf,Trial for free,,,,https://www.intercom.com/app-store/?app_package_code=helpshelf-8kl3&category=analytics
2022-01-08,08:19:00 PM,Statbot,"https://downloads.intercomcdn.com/i/o/56044190/bf39a7c8966f41d588354b79/statbot-1.png, https://downloads.intercomcdn.com/i/o/56044195/c61ddfad9bd8196e17c4152e/statbot-2.png, https://downloads.intercomcdn.com/i/o/56044201/fc30fd0afbba4ccd3f9ec88d/statbot-3.png, https://downloads.intercomcdn.com/i/o/56044207/fdb54460e9670ddf589e8eb7/statbot-4.png",https://static.intercomassets.com/appstore/images/icons/statbot.png,,"Analytics, Data & Enrichment","In one click, Statbot builds turn-key reports and dashboards from your Intercom data.We provide reporting for Sales, Product, and Customer Support Teams. We provide reports around:Acquisition, Engagement, RetentionSegments & TagsCustomer Service, Conversations, and Agent PerformanceSee full demo (except CSV export) here: https://demo.statbot.ioFor support visit http://statbot.io","One-click, zero-setup analytics, dashboards & reporting for Intercom",Built by Statbot,Paid app,,https://docs.statbot.io/pricing-security-privacy-and-terms/terms-of-service,https://docs.statbot.io/pricing-security-privacy-and-terms/privacy-policy,https://www.intercom.com/app-store/?app_package_code=statbot&category=analytics
2022-01-08,08:19:01 PM,Oribi,"https://static.intercomassets.com/developer-home/change-request-image-uploads/7498/original/Frame_1642955995-1634225572.png?1634225572, https://static.intercomassets.com/developer-home/change-request-image-uploads/7522/original/Export_Page_intercom-1634561459.png?1634561459, https://static.intercomassets.com/developer-home/change-request-image-uploads/7523/original/Export_Event_dialog_intercom-1634561470.png?1634561470",https://static.intercomassets.com/developer-home/change-request-image-uploads/7617/original/Logo_for_intercom_big_2-1635859206.png?1635859206,,"Analytics, Data & Enrichment","Oribi is a codeless event tracking and tagging solution.  When attached to a website, Oribi automatically tracks 100% of the meaningful user interactions (such as button clicks and page visits), groups them based on business impact, and allows exporting those events in real-time, with zero code, to a variety of platforms.Oribi's integration with Intercom allows you to enrich your intercom contacts timeline with Oribi codeless events. These events can be used for building highly targeted customer segments and create personalized campaigns triggered by the actions people performed on the site with zero development involved. For example, when a user downloads a brochure or visits an article of a particular feature, enroll him into a relevant campaign.In addition, with Oribi's codeless events, you can proactively trigger personal messages for customer success and support purposes. For example, when a user tries a new feature in your product, advise her on the next step based on the action she took.",Codeless events to personalize your campaigns,Built by Oribi,Paid app,,https://oribi.io/terms,https://oribi.io/privacy,https://www.intercom.com/app-store/?app_package_code=oribi&category=analytics
