date,time,name,images,logo,category,details,rating_count,rating,tagline,priceline,developer,timeline,info,version,contact,website,url 
2022-01-09,09:51:53 AM,Harvestr,,https://160989.apps.zdusercontent.com/160989/assets/1580824849-bfff65a4ae1d91658718997ed4102542/logo.png?w=256&q=75,support,"Harvestr is a product management software that helps you leverage customer feedback and data from Zendesk to build customer-centric products. 
Interested in giving Harvestr a try? Sign up for a free trial here. 
This seamless integration between Zendesk and Harvestr helps you leverage tickets that contain valuable customer feedback to continuously improve your product according to your customers’ needs. Collaboration between support and product teams becomes effortless, making your customers happier with your product while decreasing workload for support agents. 
Combining the power of Zendesk and Harvestr enables support and product teams to: 
Build customer-centric products
With this integration, agents can escalate Zendesk tickets that contain valuable customer feedback to Harvestr, with a simple click. These tickets are then merged with all your other feedback channels (emails, CRM, Slack...), helping you identify the most important customer problems and the features you should focus on to improve your customer experience. 
Give support agents visibility on the product roadmap
The Zendesk x Harvestr integration creates a direct two-way communication channel between support and product teams. After agents send a ticket to Harvestr, they get automatically updated about the evolution of this ticket in the product roadmap, without having to leave the Zendesk interface. 
Close the loop with customers
In Harvestr, customers are automatically linked to the features they are interested in. When a feature is shipped, you can easily close the feedback loop with related customers and deliver an unforgettable product and service experience.",31,5,Build a state-of-the-art customer feedback loop between support and product teams.,Free,Harvestr,Build a state-of-the-art customer feedback loop between support and product teams.,Ticketing System,1.0,mailto:contact@harvestr.io,https://harvestr.io/,https://www.zendesk.com/apps/support/160989/harvestr/
2022-01-09,09:51:55 AM,Calixa,,https://258067.apps.zdusercontent.com/258067/assets/1592502499-efc937745022a9998135f5bb8f1f7f8a/logo.png?w=256&q=75,support,"About Calixa
Calixa makes it easy to manage all your customers in one place. Calixa connects to the 3rd party SaaS tools you use (eg Stripe, Zendesk, Intercom, etc) so that you can see everything about your customers and take action in one place.  No more jumping around tools, learning SQL, or maintaining internal tools.  

Have a complete view of customers → Calixa shows you all support tickets, payments, emails, errors, lifecycle events, and more, all in one place. Instantly get full customer context so that you can intelligently take action.
Take action from one place → Refund a payment, add a feature flag, disable an account, edit a user, and more - all in one place. You're hugely more efficient, no longer jumping between tools.
*Always find what they’re looking for *→ Calixa lets you search across all your customers with an easy-to-use interface. It's customizable so each person can look for whatever is important to their role. You now have Search Superpowers; you no longer need to learn SQL or ask an engineer. 

Zendesk + Calixa
By connecting your Zendesk account with Calixa, you are able to see your Zendesk tickets next to all your other customer data. Calixa shows you all support tickets, payments, emails, errors, lifecycle events, and more, all in one place. Instantly get full customer context so that you can intelligently respond to your customer.",,,Manage all your customers in one place,Free,Calixa,Manage all your customers in one place,Ticketing System,,mailto:team@calixa.io,https://www.calixa.io/,https://www.zendesk.com/apps/support/258067/calixa/
2022-01-09,09:51:56 AM,Quick Merge,,https://146089.apps.zdusercontent.com/146089/assets/1563830990-d84a6cf7b0a4ac4396f26607cc3585e5/logo.png?w=256&q=75,support,"Quick Merge allows your agents to quickly merge any open, pending, on-hold or new tickets of the requester right from the ticket view.
Adding this functionality to your workflow will save time and allow your agents to offer better support to your customers.

The app will appear when the requester has more new, open or pending tickets (Admins can pick specific statuses within the settings-page)
The agent can then review the content right there, without navigating away
In order to merge tickets, the agent simply selects tickets from the list",22,4,Quickly merge tickets of a user without navigating away from the ticket,"$1.95 per agent, per month",Cedric F. Jacob,Quickly merge tickets of a user without navigating away from the ticket,Ticketing System,1.3,mailto:support@cedricfjacob.com,http://www.cedricfjacob.com/,https://www.zendesk.com/apps/support/146089/quick-merge/
2022-01-09,09:51:59 AM,RedCritter,,https://d1eipm3vz40hy0.cloudfront.net/images/p-apps-marketplace/apps/23232/logo.png?w=256&q=75,support,"RedCritter is a platform for enhancing Zendesk and other other business systems with gamification elements like badges, points, rewards, skill tracking, and more. Create a rewards store and assign points, which will then be distributed based off actions performed in Zendesk. RedCritter can be configured to capture all sorts of elements and desired activities from Zendesk to help motivate your support team to give the best support possible.
Installation video
Watch the walkthrough",,,"Add badges, skill tracking and a rewards store to your Zendesk.",Free,Robert Beaty,"Add badges, skill tracking and a rewards store to your Zendesk.",Ticketing System,,mailto:mike@redcritter.com,,https://www.zendesk.com/apps/support/23232/redcritter/
2022-01-09,09:52:00 AM,AnswerWise,,https://229579.apps.zdusercontent.com/229579/assets/1589377437-26fc4d31b83a869a5883b28be8ddade4/support/logo.png?w=256&q=75,support,"AnswerWise is an AI platform that automates your customer support with a Human + AI approach, leading to lightning fast ticket resolutions and significantly better customer experience.
With the AnswerWise app for Zendesk, you can:

Automatically resolve repetitive support queries and save your agents time. - Provide faster issue resolutions for your customers 24*7. - Improve customer experience and reduce overall cost of customer service.

Key features of AnswerWise include:

Real-time sync with your existing knowledge base: Updates to your knowledge base on Zendesk (Guide) reflect on the AnswerWise dashboard in real-time. Maintain a single source of truth. - Train and improve: Link customer queries to existing articles or create new articles in your knowledge base. Train AnswerWise to help deflect more queries over time. - Seamless handoff: Complex queries are seamlessly handed off to your support agents ensuring no issue is left unresolved.",,,Automate your customer support to enable instant resolutions for your customers.,Free,AnswerWise,Automate your customer support to enable instant resolutions for your customers.,Ticketing System,,mailto:support@answerwise.io,https://www.answerwise.io/,https://www.zendesk.com/apps/support/229579/answerwise/
2022-01-09,09:52:01 AM,55PBX Softphone PABX Virtual,,https://93858.apps.zdusercontent.com/93858/assets/1540909275-59468c2953fe5649c5111d60e4da653d/logo.png?w=256&q=75,support,"55PBX Pabx Virtual é uma ferramenta completa para atendimento, vendas, customer service e customer success. Somos Telecom as a Service e possuímos soluções completas. 
 Nossos contatos: 0800 055 0055 e quero@55pbx.com.br 
 Este softphone oferece opções de: 
 - CTI: integre com Zendesk Talk Partner Edition e tenha todas as informações do Support e de clientes na tela (Computer Telephony Integration); 
 - API: Todo o sistema da 55PBX é formado por API´s e você pode integrar API´s de clientes, CRM´s como Sugar, Microsoft Dynamics, Salesforce, entre outros; 
 - URA: Crie e edite sua URA em tempo real pelo admin, de forma fácil. Crie filas, ramais e aumente o poder de atendimento e Satisfação do cliente; 
 - Automação: Integre sua URA com seu sistema e responda com Text to Speech para seus clientes, reduzindo atendimento humano e melhorando a experiência; 
 - Sistema 360: Fale com o Softphone na Zendesk, Softphones de mercado como 3CX, x-Lite, Zoiper, na extensão do Google Chrome, em telefones IP ou redirecionando para seu celular; 
 - Integração com outros PABX: o 55PBX tem a facilidade de continuar no seu sistema legado de CCaaS como PABX Virtuais como Genesys, Talkdesk, Twilio ou no seu Cisco, Avaya... 
 Funcionalidades do sistema da 55PBX vão desde uma simples subida de um numero receptivo na conta para fazer seu customer success ou atendimento de SAC até grandes integrações para inbound sales com discadoras e retornos de API´s. O sistema de telefonia conta com venda de 0800, 4004/4003, números locais DDD´s, numeros receptivos internacionais e também minutagem para fazer ativos com baixo custo homologados pela Anatel. O PABX conta com URA, DAC, Filas, Ramais, Gravação de Ligação, Pesquisa de Qualidade de Atendimento, Discadora Automatica, Formulario de Atendimento, Reports, Relatório de Tempo Real e Monitoramento. A Central conta ainda com integrações em Microsoft Power BI, Tableau, Klipfolio e ferramentas de BI. As URA´s podem ser Simples com configuração no sistema, pode ser URA Inteligente com TTS integrado em sistemas via API (ecommerce, vendas, SAC, CX e CS) ou URA Segura, integrada em gateways para venda PCI Compliance com supressão de dados no audio do agente de televendas. 55PBX é a ferramenta de telefonia completa para sua empresa, independente do seu tamanho e serve para atender qualquer área de qualquer segmento, de qualquer negócio. Transforme sua telefonia empresarial em seu melhor canal de atendimento! 
 www.55pbx.com",84,5,"Softphone do PABX Virtual na Zendesk. API, CTI, 0800, 4004, Gravação e Report.",Free,55Telecom,"Softphone do PABX Virtual na Zendesk. API, CTI, 0800, 4004, Gravação e Report.",Ticketing System,1.0,mailto:suporte@55pbx.com.br,https://www.55pbx.com/,https://www.zendesk.com/apps/support/93858/55pbx-softphone-pabx-virtual/
2022-01-09,09:52:03 AM,Breeze,,https://114788.apps.zdusercontent.com/114788/assets/1640331410-6dde605f086fed13b97542cb15f26044/logo.png?w=256&q=75,support,"Breeze is a simple visual tool for project management . It shows you what's being worked on, who's working on what, where things are in the workflow and how much time it took. Once the Breeze App is enabled through the Zendesk App Marketplace, simply open a ticket and the Breeze widget will appear to the right. From there, you can add the ticket to an existing task, or create a new one. You can choose the project, list and the task where the ticket will be added.",5,4,Create Breeze tasks from Zendesk tickets.,Free,Breeze,Create Breeze tasks from Zendesk tickets.,Ticketing System,1.4,mailto:team@breeze.pm,https://www.breeze.pm/,https://www.zendesk.com/apps/support/114788/breeze/
2022-01-09,09:52:04 AM,unitQ Monitor,,https://262992.apps.zdusercontent.com/262992/assets/1596217665-bed79621d544a558c2881d6522594af0/logo.png?w=256&q=75,support,"unitQ Monitor analyzes popular customer channels — including App Store reviews, Zendesk tickets, and social media — in over 100 languages to uncover potential issues with your product, in real time.
Users are saying a lot about your product.

Automated feedback monitoring
Product insights from across the globe
Bugs you can reproduce and act on
Modern dashboards and real-time reporting

unitQ Monitor automates issue reporting, a common support team responsibility that has been manually produced until now. We also arm support reps with the indisputable reports and metadata they need to effectively communicate issues cross functionally.",,,Keep your finger on the pulse of product quality,Free,unitQ,Keep your finger on the pulse of product quality,Ticketing System,,mailto:hello@unitq.com,http://www.unitq.com/product,https://www.zendesk.com/apps/support/262992/unitq-monitor/
2022-01-09,09:52:06 AM,Tickler FREE,,https://49440.apps.zdusercontent.com/49440/assets/1570493970-c93d27ab5e1fb10d4ef3752e4e5def7e/logo.png?w=256&q=75,support,"Allows your agents to create and manage checklists within tickets. This is the free version of the Tickler app. If you require more features, please see our paid version: Tickler.",124,4,"Create delightful checklists within tickets for task, todo lists etc.",Free,,"Create delightful checklists within tickets for task, todo lists etc.",Ticketing System,3.0.20,mailto:apps@lovestockleaf.com,http://www.lovestockleaf.com/zendesk/zendesk-apps/tickler.html,https://www.zendesk.com/apps/support/49440/tickler-free/
2022-01-09,09:52:07 AM,AppGuru by LogMeIn,,https://d1eipm3vz40hy0.cloudfront.net/images/p-apps-marketplace/apps/23226/logo.png?w=256&q=75,support,"AppGuru empowers businesses to securely embrace the app-centric world.
As more cloud apps are introduced into the workplace, businesses can lose oversight of how their information is being used. AppGuru is designed to help IT professionals embrace, secure and manage this new reality.

Centrally manage business and personal productivity cloud apps
One-click user provisioning and deprovisioning as employees come and go from the company 
Create and manage user identities in a single cloud directory
Enforce policies to control app-level security and features",,,The comprehensive cloud app management solution for IT,Free,Gus Shlimbaum,The comprehensive cloud app management solution for IT,Ticketing System,,mailto:Gus.Shlimbaum@logmein.com,,https://www.zendesk.com/apps/support/23226/appguru-by-logmein/
2022-01-09,09:52:09 AM,Magento 2 Connector by Wagento,,https://136787.apps.zdusercontent.com/136787/assets/1601605258-35bb71f75bcb22f9eb9e141771b3e6e9/logo.png?w=256&q=75,support,"Magento 2 Connector by Wagento
This Magento 2 Connector by Wagento app provides an effective and efficient connection between your Zendesk account and your Magento Store . This app will allow you to manage all the Support Tickets in your Zendesk account by pulling actual client information in a nice widget that will be visible next to support tickets.
The Widget will contain the following information:
Customer information

Email 
Lifetime Sales 
Customer Group 
Customer Since

Order Information

Order Creation Date
Order's Store
Billing Address
Shipping Address
Payment Method 
Shipping Method

Order's Item information

Name
Sku
Status
Original Price
Price
Qty
Subtotal
Tax Amount
Tax Percent
Discount Amount
Row Total

This solution is provided by Wagento, a Solution Enterprise partner of Magento, with more than 5 years of successful experience.
Any support question contact us to support@wagento.com",8,4,Connect your Zendesk portal with your Magento store to view customer info.,Free,Wagento Creative LLC ©,Connect your Zendesk portal with your Magento store to view customer info.,Ticketing System,1.4.2,mailto:support@wagento.com,https://wagento.com/,https://www.zendesk.com/apps/support/136787/magento-2-connector-by-wagento/
2022-01-09,09:52:11 AM,Flare,,https://254443.apps.zdusercontent.com/254443/assets/1591004745-f643cda53f3189b9554c33f8000012c5/support/logo.png?w=256&q=75,support,"Flare by FayeBSG provides the  ultimate customer experience by connecting your business software to Zendesk Sunshine. You can then view the data from Sunshine across the entire Zendesk ecosystem. 
Flare can connect multiple sources of customer data, IOT diagnostics, product, logistics, and accounting information all channeled through Flare into Sunshine. Subsequently, Flare delivers a true 360-degree view of the end-user. 
Without opening new tabs, users can check stock levels and locations, purchase history, credits/discount eligibility, and much more, ensuring fast and accurate support of your clients. Use data from external sources to trigger workflows, automatically notify team members or clients of critical events, and configure views for customer service managers and executives that need to track quality assurance history across many product lines. 
Want a graphical view of your clients' satisfaction as their support case progresses? Great. Flare Sentiment Analysis can do that! 
Are your customers contacting you in a foreign language? No problem. Flare by FayeBSG can translate for you! 
Clients contacting your business by email, text, Whatsapp, social networks, phone, and more? With Flare for Zendesk Sunshine it’s never been easier to manage and respond inline no matter where the contact comes from. 
FayeBSG is known for its industry-leading integrations with SAP, Oracle, Sage, Quickbooks, Netsuite, Acumatica, Intacct, HubSpot, Constant Contact, Authorize.Net, Box, Jira, Google Cloud Platform and others as well as their innovative add-on products in gamification and Ai. Experienced in software implementations for a variety of industries, FayeBSG has demonstrable success in CX, and ERP platforms for a broad spectrum of mid-market and enterprise customers.",1,5,Flare by FayeBSG seamlessly connects your business software to Zendesk Sunshine,Free,FayeBSG,Flare by FayeBSG seamlessly connects your business software to Zendesk Sunshine,Ticketing System,,mailto:info@fayebsg.com,https://fayebsg.com/,https://www.zendesk.com/apps/support/254443/flare/
2022-01-09,09:52:12 AM,netelip,,https://233217.apps.zdusercontent.com/233217/assets/1577787130-9ddb91d79cb18f3ba54a8d9491b43ce8/logo.png?w=256&q=75,support,"By integrating netelip Virtual PBX Switchboard with Zendesk Support, we avoid the loss of information from customers that are not object to any type of monitoring and that way we guaranteed permanent updates of the CRM. By this we increase the value pursue from a correct customer management. With the innovative integration of netelip Virtual PBX Switchboard, you will enjoy a powerful CRM, adding functionalities that will speed up procedures and will allow a full customer satisfaction by improving sales, increasing your client portfolio as well as productivity. Key Features: Direct and indirect call forwarding, compatible with call queues and IVRs. Click-to-dial and call back. Inbound and outbound call history. Inbound call pop-ups.",1,5,netelip Virtual PBX Switchboard integrated with Zendesk Support,Free,netelip,netelip Virtual PBX Switchboard integrated with Zendesk Support,Ticketing System,,mailto:info@netelip.com,https://www.netelip.com/,https://www.zendesk.com/apps/support/233217/netelip/
2022-01-09,09:52:13 AM,Microsoft Outlook,,https://92096.apps.zdusercontent.com/92096/assets/1531351747-eaaa66133910dd2ac2d3d0ee70f138ed/logo.png?w=256&q=75,support,"In one click, anyone can transform an Outlook email into a new Zendesk ticket that goes right to the customer support team.
The business user stays in Outlook and the customer support agent in Zendesk. Everyone gets more done and customers get what they want.",7,2,Convert an Email from Outlook to a Ticket,Free,,Convert an Email from Outlook to a Ticket,Ticketing System,,mailto:support@zendesk.com,https://www.zendesk.com/,https://www.zendesk.com/apps/support/92096/microsoft-outlook/
2022-01-09,09:52:16 AM,FF Confirm FREE,,https://555524.apps.zdusercontent.com/555524/assets/1631781280-8971a5ea25f26c876a2265824c1297d4/logo.png?w=256&q=75,support,"チケットを［パブリック］で更新する直前に、メッセージボックスを表示するアプリです。
無償版ではメッセージボックスが表示される際に広告が表示されます。
有償版（$1/ID）では表示されません。有償版はこちら 
［社内メモ］をうっかり［パブリック送信］してしまうのを、このワンクッションで防ぎます。
日々のチケット処理がとても多い人は、流れ作業で混乱しないように。
ときどきしか処理をしない人でも、慣れない操作で間違えないように。  
社外秘や気軽なメモを外部に誤発信しないようにする、
シンプルなアプリです。  
本アプリをインストールすると以下の利用規約に同意したものとみなします。
利用規約",,,パブリック返信の際に確認のアラートが表示される『FF Confirm』の無償版アプリです。,Free,"ZeQ,Inc.",パブリック返信の際に確認のアラートが表示される『FF Confirm』の無償版アプリです。,Ticketing System,1.02,mailto:contact@zeq.co.jp,https://zeq.co.jp/,https://www.zendesk.com/apps/support/555524/ff-confirm-free/
2022-01-09,09:52:17 AM,Slack,,https://156097.apps.zdusercontent.com/156097/assets/1574206092-be27dbc59630b4b61ae6e4f900a55b86/logo.png?w=256&q=75,support,"Zendesk Support is a beautifully simple system for tracking, prioritizing, and solving customer support tickets. Slack simplifies communication and streamlines your workflows to keep your team coordinated and working faster. Together, the Slack for Zendesk Support app was designed to bring all of your customer support interactions into a single place and help make customer service a team sport.
With message actions for creating tickets and adding comments, Slack for Zendesk Support empowers your agents to deliver an amazing customer experience - every time and even more efficiently.

Create tickets and add internal notes in seconds with Slack message actions
Get real-time notifications on new and updated tickets delivered to any Slack channel - to make sure the broader team is connected to important customer issues
Simplified installation for your entire Slack workspace

By enabling this app, You agree to the Built by Zendesk Terms of Use",5,3,"View, create, and take action on support tickets from any Slack channel",Free,,"View, create, and take action on support tickets from any Slack channel",Ticketing System,1.1.7,mailto:support@zendesk.com,,https://www.zendesk.com/apps/support/156097/slack/
2022-01-09,09:52:19 AM,Aide,,https://421826.apps.zdusercontent.com/421826/assets/1618614602-73d862a8650106570ed62f90f6960b9c/logo.png?w=256&q=75,support,"Aide accelerates customer support by streamlining time-consuming tasks (ie. writing emails, looking up product info or processing an exchange). Using the latest in AI research technology, Aide enables you to resolve tickets significantly faster without leaving Zendesk.
 The Aide integration for Zendesk allows you to select from AI-generated responses, manage a library of canned responses, modify e-commerce orders and more. Since Aide collects company and product-specific data during signup, it's able to generate highly relevant responses and provide robust analytics.
 Learn more and get started with a free trial by clicking here.",,,"Resolve tickets in seconds using AI, right from your inbox.",Free,Aide,"Resolve tickets in seconds using AI, right from your inbox.",Ticketing System,0.1,mailto:support@aide.app,https://aide.app/,https://www.zendesk.com/apps/support/421826/aide/
2022-01-09,09:52:20 AM,Trello,,https://83833.apps.zdusercontent.com/83833/assets/1597934165-a1a7d83a5061473b513d16c62856eea2/logo.png?w=256&q=75,support,"Trusted by millions, Trello is a visual collaboration tool that creates a shared perspective on any project. Trello’s boards, lists, and cards enable you to organize and prioritize your personal and work life in a fun, flexible, and rewarding way. If you don’t already have an account, sign up for free at https://trello.com.
Now it's easier to communicate back and forth between Trello and Zendesk. Once the Trello App is enabled through the Zendesk App Marketplace, simply open a ticket and the Trello widget will appear to the right. From there, you can add the ticket to an existing card, or create a new one. The interface allows you to specify the Board, List, and Card where the ticket will be added.",856,4,Create Trello cards from Zendesk tickets.,Free,Trello,Create Trello cards from Zendesk tickets.,Ticketing System,2.1.3,mailto:support@trello.com,https://trello.com/,https://www.zendesk.com/apps/support/83833/trello/
2022-01-09,09:52:21 AM,IntegrateCloud Connector for VSTS,,https://147057.apps.zdusercontent.com/147057/assets/1579748470-0c55d18102060114ba01b19d936edfc5/logo.png?w=256&q=75,support,"Azure DevOps (VSTS) Integration App by IntegrateCloud, allows the users to create Azure DevOps (VSTS) work items right inside the Zendesk form. It also allows you to link existing Zendesk tickets to an existing Azure DevOps (VSTS) work items. In addition, it allows Agents to notify the Azure DevOps (VSTS) team, by sending comments inside Zendesk Support. 
We also support customization based on customer request and tailored to your needs! We bring Azure DevOps (VSTS) closer to your business model! 
The App has 5 buttons, 'New Work Item', 'Link Issue', 'Link to Work Item', 'Notify' & 'Show Item Comments'. 
-New Work Item: 
 When clicked on the New Work Item tab, select the type of work item you want to create Bug, Epic, Feature, Task, User Story etc. Based on the selection it will load all the Azure DevOps (VSTS) fields. The User can make the selection and click on Create button which would create work item in Azure DevOps (VSTS) and then display the corresponding Azure DevOps (VSTS) work item Id in the App.    
-Link to Work Item: 
 This tab allows you to link an existing Zendesk Ticket. It can be linked to one work item in Azure DevOps (VSTS) . 
-Notify: 
 This tab allows the user to send notifications to the Azure DevOps (VSTS) team which would show up as comments in Azure DevOps (VSTS) . 
-Show Item Comments: 
 This tab shows you all the linked Azure DevOps (VSTS) work item comments log to current Zendesk ticket.",23,4,"Simple integration between Zendesk and Azure DevOps. Create, link Azure DevOps.",Free,Chirag Shah,"Simple integration between Zendesk and Azure DevOps. Create, link Azure DevOps.",Ticketing System,1.0,mailto:support@integratecloud.com,https://www.integratecloud.com/,https://www.zendesk.com/apps/support/147057/integratecloud-connector-for-vsts/
2022-01-09,09:52:24 AM,Square for Sell by ChargeDesk,,https://624829.apps.zdusercontent.com/624829/assets/1636955419-7df0994d38a8c9b0ff709cf7e4a74fd9/sell/logo.png?w=256&q=75,sell,"ChargeDesk is on a mission to improve billing support. Our bespoke Square integration is the most advanced and powerful solution for managing Square data right inside Zendesk Sell.
Square by ChargeDesk lets you instantly view every customer's billing history inside Zendesk Sell, then perform key actions such as refunding orders and cancelling subscriptions.
You can enable access for your entire company, or select individual support agents to manage customer data. Our powerful role system allows you limit specific actions (such as refunds) to individuals or groups of agents. Our detailed reporting system gives lets agents see a history of actions against a customer and lets you see the most common reasons for refunds and cancellations.
Zendesk Sell Features

Manage Square orders inside Zendesk Sell
Search Square data inside Zendesk using customer names, email addresses, order descriptions and even the last 4 digits of a customer's card
Refund Square orders
Cancel Square subscriptions
Edit customer details including adding VAT numbers

Beautiful Notifications

Notify customers when orders are refunded, subscription is cancelled and many, many more events
Send PDF invoices to your customers on successful payment
Show tax information based on your customer's country (VAT & GST compliant)
Customers can add their tax ID to their own invoices
Replies to receipts are sent to your helpdesk with billing details attached
Use our mobile app to be instantly notified of events in your account

Detailed Reports

View and download activity reports on broken down by agent
Log reasons why refunds and cancellations were performed
View a graph of revenue including a breakdown by product
See all outstanding and paid invoices
Generate a Tax Summary for financial reporting
Download historic invoices in bulk

Further Information

Find out more about our Square integration with Zendesk.
Working with multiple gateways? Use our multiplatform Sell app.
ChargeDesk offers a 14-day risk-free trial, no credit card required. Pricing then starts from $29/mo for 4 agents.

Launched in 2014, ChargeDesk helps thousands companies provider better billing support for millions of customers. We'd love for you to join us as well!",,,"Manage Square customers, orders and subscriptions inside Zendesk Sell",Free,ChargeDesk,"Manage Square customers, orders and subscriptions inside Zendesk Sell",Sales CRM,7.0,mailto:contact@chargedesk.com,https://chargedesk.com/square/zendesk,https://www.zendesk.com/apps/sell/624829/square-for-sell-by-chargedesk/
2022-01-09,09:52:25 AM,Discord,,https://394881.apps.zdusercontent.com/394881/assets/1617892134-3ab6349e69396212daa9c72527bb6b1b/logo.png?w=256&q=75,support,"The official Zendesk integration for Discord.
The Zendesk Bot for Discord allows you to offer efficient and effective support to your customers in Discord, letting your users stay in Discord, and your agents in Zendesk.

Simple installation - The new integration’s installation process is simple and can be completed in a few clicks. Only a single authentication to Zendesk Support is required. 
Direct messages with the Support Bot - Once a request is initiated, your users will interact with your support team via DM’s. None of your customer's private details will be shared in your Discord channels. 
Collecting email address - Our integration now collects the user's email address when raising a support request. This allows the user to be identified within Zendesk so your agents have better context of who raised the ticket. 
Ticket Forms - You can leverage ticket forms within the Discord conversation to gather the necessary information upfront, allowing your teams to understand and provide personalized help to your users faster. 
Answer Bot -  Answer Bot can now be turned on to help resolve questions by automatically providing users with article suggestions from your Guide knowledge base. 
Improved slash commands - Customers and admins can now view all the available commands and settings for the bot within Discord, so you can quickly and easily interact with the bot.",2,1,"Offer smooth, personalized support directly from your Discord server",Free,,"Offer smooth, personalized support directly from your Discord server",Ticketing System,,mailto:support@729solutions.com,https://729solutions.zendesk.com/hc/en-us/sections/360012714191-Zendesk-Discord-App,https://www.zendesk.com/apps/support/394881/discord/
2022-01-09,09:52:27 AM,Queuerious,"https://apps.sparkly.dev/marketplace-app-queuerious-video-image, https://apps.sparkly.dev/marketplace-app-queuerious-footer-image",https://92427.apps.zdusercontent.com/92427/assets/1576517921-4d9918679e0eaa575d3667cb62c117a6/logo.png?w=256&q=75,support,"Give agents real-time insight of your call queue.
Overview of the total call queue
You'll be able to see these stats:

Total calls in queue
Agents available/online
Average wait time
Longest wait time

Ideal for organizations that need more insight in their real-time Zendesk Talk Queue
Give agents real-time of your call queue.
Sparkly, Amsterdam, the Netherlands.",1,5,Show your current call queue to agents,Free,Sparkly,Show your current call queue to agents,Ticketing System,2.6,mailto:support@sparkly.zendesk.com,https://apps.sparkly.dev/manifest-app-queuerious-hc-link,https://www.zendesk.com/apps/support/92427/queuerious/
2022-01-09,09:52:28 AM,DataHero,,https://36826.apps.zdusercontent.com/36826/assets/1533846763-8678e55ad4b408ed83d7bc594d89057d/logo.png?w=256&q=75,support,"DataHero is an easy to use data analytics and reporting tool that helps business users and customer service managers get insights across all your business data sources, all in one place. With DataHero, customer success teams can easily create charts, reports, and KPI dashboards of your Zendesk data, combined with the other cloud services you use everyday. DataHero makes it incredibly easy to share those insights with teams and executives.
EASILY IMPORT CUSTOMER SERVICE METRICS
After connecting DataHero to Zendesk, you can easily create dynamic charts of your tickets by channel, time, or other attributes. Importing transactions takes just one click.
EASY, INTUITIVE ANALYSIS
With DataHero’s intuitive design, you simply drag-and-drop the information you want to create charts and reports. Combine datasets, slice and dice your data, and schedule data refreshes to automate reporting.
SHARE WITH TEAMS AND STAKEHOLDERS
Easily share charts, reports, and dashboards with teams and stakeholders, or embed your charts in the websites, blogs, and wikis that your team is already using.",,,The fastest easiest way to get deeper insights from your Zendesk data,Free,DataHero,The fastest easiest way to get deeper insights from your Zendesk data,Ticketing System,,mailto:help@datahero.com,https://datahero.com/,https://www.zendesk.com/apps/support/36826/datahero/
2022-01-09,09:52:30 AM,MyFeelBack,,https://87230.apps.zdusercontent.com/87230/assets/1547037908-2cf2d859d85e0c3a558bee2fc9180f7c/logo.png?w=256&q=75,support,"MyFeelBack helps companies collect customer feedback via ultra-targeted Smart Surveys. Ask the right questions to the right people at the right time, and make data-driven decisions that improve your business.

Send engaging smart surveys to your customers
Create and enrich tickets in real time with answers from your customers
Empower your support team with real time insights right from Zendesk

MyFeelBack for Zendesk allows you to create and/or enrich a ticket in your Zendesk account, with answers from any MyFeelBack smart surveys. Your tickets in Zendesk are continuously and in real-time enriched with ultra qualified data, drastically increasing the efficiency of your support team!

Send engaging surveys to your customers on all touchpoints (website, email, text message, url...)

  Map any information collected from surveys into data fields on any Zendesk ticket, organization, group or user",,,Empower your support teams with ultra qualified data on your customers,Free,MyFeelBack,Empower your support teams with ultra qualified data on your customers,Ticketing System,,mailto:support@myfeelback.com,https://www.myfeelback.com/,https://www.zendesk.com/apps/support/87230/myfeelback/
2022-01-09,09:52:31 AM,LogMeIn Rescue,,https://216561.apps.zdusercontent.com/216561/assets/1603881955-b3ea3b16530fe04780e28c79b1f4ddb2/logo.png?w=256&q=75,support,"Now you can combine remote support from LogMeIn Rescue and ticketing workflow from Zendesk Support to deliver fast, reliable support for PCs, Macs, and smartphones. Let your support team collaborate with customers in real time to quickly diagnose and resolve issues. To learn more about the integration, see the LogMeIn Rescue - Zendesk Integration Guide.
Get Started With Your Free Rescue Trial here
Boost Agent productivity
Increase first-call resolution rates and reduce handling times by allowing agents to access LogMeIn Rescue’s powerful remote diagnostic and remote control capabilities.
Satisfy customers completely
LogMeIn Rescue for Zendesk Support lets your customers easily share their screens with your support team, quickly resolve issues and avoid downtime. Your customers will love you for it.
Leave no data behind
Capture, track, escalate and communicate issues to both internal and external stakeholders. Document the full history of your support interactions for future reference, including session metadata such as timestamps and chat logs, as well as custom fields and survey results.",,,Generate a remote session and capture session details in a ticket,Free,LogMeIn Rescue,Generate a remote session and capture session details in a ticket,Ticketing System,1.1,mailto:rescue-zendesk-appdev@logmein.com,https://www.logmeinrescue.com/remote-support-features/integrations-and-apis/integrations#Zendesk,https://www.zendesk.com/apps/support/216561/logmein-rescue/
