date,time,name,images,logo,rating,reviews_count,category,details,tagline,developer,similar,website,support_website,support_email,privacy_policy,terms_of_service,url 
2022-01-08,09:33:51 PM,Ciara,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/7140c557-729e-48f6-9a2a-81ae26699815/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/9d1f3c4d-09bb-4a9e-9c8a-376ec78b156a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/screenshot/74919303-9b0c-456b-9280-fbe7721641cc/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/69e6a2bf2807b137/icon/061964f5-9606-41b2-845d-28bac0012ed4/original.png,5,1,"Other, Video calls & solutions","DescriptionCiara is the first meeting tool exclusively built for inside sales teams. It helps to close deals faster by guiding sellers in real-time with contextual prompts, automating meeting documentation, and providing in-depth conversation and deal insights. Forget incomplete or messy meeting notes thanks to automated meeting recording, transcription, and summarization.
Learn, adapt and iterate on winning sales tactics with AI-based conversation and deal insights.
Easily navigate tricky situations like competitor comparisons or pricing questions with contextual and customizable cues live in the meeting.Ciara's main features:Video conference platformIn-call guidance with real-time cue cards such as relevant talking points or monologue alertsRecording and transcription for English and German meetingsIn-depth conversation analysisAutomated meeting summariesInstant CRM updatesSetup and installationWelcome to the Ciara integration with Pipedrive!If you are not a Ciara user, you can learn more and sign up for free at https://www.getciara.com/.If you are already a Ciara user, you can integrate with Pipedrive by visiting https://next.ciara.app/store/pipedrive. Get a detailed description here: http://help.getciara.com/en/articles/3087299-pipedrive-integrationApp ExtensionsApp panelsBasic app actionsResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy",The first meeting tool exclusively built for inside sales to help you close deals faster.,by Ciara,"Google Meet, Fireflies.ai - Recording & Transcription, Microsoft Teams",https://www.getciara.com/,http://help.getciara.com/articles/3087299-pipedrive-integration,mailto:help@getciara.com,https://www.getciara.com/privacy-policy/,https://www.getciara.com/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/ciara/69e6a2bf2807b137#user-reviews
2022-01-08,09:33:52 PM,SalesWings,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/421c76d26d713460/screenshot/57fd8385-8a78-4194-a1e8-fb534a4e0f67/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/421c76d26d713460/screenshot/1d219b16-3663-40c5-b532-d05ec5668b03/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/421c76d26d713460/icon/c7b26bbc-7902-450b-bf1a-1156df77bd45/original.png,0,,"Email marketing, Marketing automation","DescriptionSalesWings qualifies your leads thanks to predictive lead scoring, lead website tracking and prescriptive follow-up activities. Together with providing a set of powerful, user-friendly tools, SalesWings helps you understand your leads better and guides you towards being a more effective sales and marketing force.Saleswings prioritizes your leads based on what they do (or don’t) on your website as lead scoring and website tracking allow your team to qualify leads in real-time using predictive sales analytics to spot your strongest leads.SalesWings offers plugins for Gmail and Outlook, as well as sales outbound platforms so that your sales team can track sales leads' website activity. Your marketing team can qualify marketing leads in real-time for your sales team by adding Saleswings to your email marketing solution, and web forms.The Pipedrive integration enables you to:Automatically create Pipedrive contacts when they are created in SalesWingsPrioritize sales actions using predictive lead scoring in PipedriveUse filters to find Pipedrive contacts who performed specific actions (for instance, looking at your pricing page) on your website See what contacts do on your website (visit history) and how many times they’ve visited your website in PipedriveAutomatically set up follow-up activities when leads turn sales-readyClose more deals by enhancing your timing and knowledge when following up with the best leadsSetup and installationLog in to SalesWingsGo to SettingsChoose “Pipedrive integration”Add your Pipedrive API token to complete the integrationScroll to the bottom of the page and Turn on the data sync under “Turn Sync On/Off”To see more how to enable certain features with the integration here: https://www.youtube.com/watch?time_continue=97&v=anMtHAZwnw4ResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy Policy","SalesWings helps you understand your leads and provides a set of powerful, user-friendly tools to become a more effective sales and marketing force.",by SD Technologies SA,"Outfunnel, Outplay, Klenty",https://www.saleswingsapp.com/,http://support.saleswingsapp.com/,mailto:support@saleswingsapp.com,https://www.saleswingsapp.com/wp-content/uploads/2016/06/SD-Technologies-SA-Privacy-Protection-Policy-June-2016.pdf,https://www.saleswingsapp.com/legal-documents-and-claims/,https://www.pipedrive.com/en/marketplace/app/sales-wings/421c76d26d713460
2022-01-08,09:33:54 PM,Adinton Predictive Analytics,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1e4794bb3576c806/screenshot/b8eb40a3-667a-4ccf-b0e7-6391916fc230/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1e4794bb3576c806/screenshot/c0aa3149-d952-45d2-b052-1d85bd0c9e02/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1e4794bb3576c806/screenshot/777f5bd6-54f0-4791-8112-b76f63cf28d8/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1e4794bb3576c806/screenshot/429933b9-7779-47d6-9360-c87383eb9460/original.jpeg",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1e4794bb3576c806/icon/c48c38dd-7481-41bf-94f7-ef33c0e0503b/original.png,0,,"Lead generation, Marketing automation","DescriptionAdinton provides you with the most advanced lead scoring technology built for sales teams. Adinton’s machine learning algorithm analyzes the thousands of journeys on your website to provide you with the most precise lead scoring in real-time so you can focus on doing what you do best, selling.If your lead moves from “not ready to buy” to “ready to buy,” your sales team will receive an alert in real-time. If your “ready to buy” lead is on your pricing page, your sales team will receive an alert in real-time!Your warmest leads will never slip away again!Here are the most common use cases:Call when the leads are ready to buyNurture when the leads are not ready to buyActivate drip campaigns based on buyer intentActivate chatbot conversations based on buyer intentAdapt your messages and efforts based on buyer intentSetup and installationCompletely automated installation with a step-by-step guide!Create your account on our website Adinton Predictive TechnologiesInstall the Adinton app from the Pipedrive MarketplaceConnect Adinton to your Pipedrive accountInstall Adinton pixels on your website with our implementation wizardResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy",Know if a lead is “ready to buy” or curious. Don't waste time or money by calling leads that are not ready yet,by Adinton,"Outfunnel, Outplay, Klenty",https://adinton.com/,https://help.adinton.com/,mailto:hello@adinton.com,https://adinton.com/legal-notice-privacy-policy,https://adinton.com/legal-notice-privacy-policy,https://www.pipedrive.com/en/marketplace/app/adinton-predictive-analytics/1e4794bb3576c806
2022-01-08,09:33:56 PM,Google Analytics Connector,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4f7c5fc4817d04d6/screenshot/311b4ce3-8d7e-452e-ba45-1474f3d0fd89/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4f7c5fc4817d04d6/screenshot/f18c0780-fa0f-4dd6-a390-0ca0b7c9e71a/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4f7c5fc4817d04d6/screenshot/16a04eb6-9f55-4e9a-a6a4-c5d2bdc4f6c9/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4f7c5fc4817d04d6/screenshot/1f355de9-8f19-4d42-ba4e-4a46ff5cd05d/original.jpeg",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/4f7c5fc4817d04d6/icon/55629d25-29d9-4f82-84bd-4935d4acfe10/original.png,4,4,"Analytics, Integration platforms","DescriptionOne of the biggest problems in marketing is knowing which activities return revenue. Without insights like this, you're flying blind.To solve this problem, we built the Google Analytics Connector: a tool to track the source of each Lead and Deal in Pipedrive. It helps you understand the true impact of your marketing campaigns and where you should put your money and attention.You'll be able to see the ROI of each marketing campaign, ad, keyword, blog post etc.Setup and installationThe installation works in two simple steps:Put a small piece of tracking code in JavaScript on your websiteClick ""Authorize"" to allow GA Connector to add tracking details to your Pipedrive Leads and DealsResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy",Automatically import information from Google Analytics to Pipedrive,by Zuev Software LLC,"Outfunnel, QuarterOne, Dedupely",https://gaconnector.com/integrations/pipedrive-google-analytics?utm_source=marketplace.pipedrive.com&utm_medium=marketplace,https://gaconnector.com/support/?utm_source=marketplace.pipedrive.com&utm_medium=marketplace,mailto:support@gaconnector.com,https://gaconnector.com/about-us/privacy-policy.php?utm_source=marketplace.pipedrive.com&utm_medium=marketplace,https://gaconnector.com/about-us/terms.php?utm_source=marketplace.pipedrive.com&utm_medium=marketplace,https://www.pipedrive.com/en/marketplace/app/google-analytics-connector/4f7c5fc4817d04d6
2022-01-08,09:33:58 PM,Suiteshare,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/9e1e79d29ef319b2/screenshot/d806e89f-9ff7-49cc-8451-85d37f9629a2/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/9e1e79d29ef319b2/screenshot/2ec8a0ab-aa0a-4d3d-b8de-2d130fc98aa4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/9e1e79d29ef319b2/screenshot/638da61e-0ae1-462b-bfba-4fcfc4a45f6d/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/9e1e79d29ef319b2/icon/05b770d5-2817-402c-913b-ef3c81648d2a/original.png,0,,Lead generation,"DescriptionSuiteshare integration allows you to capture leads that initiate a conversation with you via WhatsApp and automatically add them to your Pipedrive account.Additionally in Suiteshare you can create a WhatsApp chat, add the capture form, integrate with Pipedrive and sell more, turning your customers into leads in your favorite CRM.Want to go beyond forms? You can turn on robot mode and replace form fields with a more enjoyable experience that collects the same data from your customers. It then sends it to your company's WhatsApp and Pipedrive.Remarks and requirements:
A Pipedrive account on any plan
A Business or Enterprise account in Suiteshare.Setup and installationYou must use a Suiteshare capture form to enable integration.
Creating your form: To convert your link into a capture form, go to the “Capture” option in the Suiteshare panel. Then, on the new page, click on the “New” button.Select the “Anchor Link” option, choose which link users should click to get to the form they must fill out. This is the link you will share on social media and related networks. After selecting the link, click “Next.” Now, select the destination link that users will be directed to after completing the form. Then, click the “Next” button. Now is the time for you to select which fields your customer needs to fill in (what information you want to capture). In this case, we select all fields: Name, Phone and Email. Click on “Finish.”Configuring the integration: On any page of the Suiteshare panel, on the top right, go to “Settings” > “Integrations.” On the next page, you will see the tools Suitshare integrates with. Choose Pipedrive by clicking on the “Use Integration” button.Once a screen appears, click on “Connect.”You will be redirected to Pipedrive, click “Allow and Install.”All set! You will be redirected to the Suiteshare platform and see the integration on the “My Integrations” panel.ResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentationIssue tracker",WhatsApp + PipeDrive: Send over to PipeDrive all leads that start a conversation with you on WhatsApp.,by  suiteshare,"Outplay, Klenty, Leadfeeder",http://suiteshare.com/,http://whts.co/pipedrive,mailto:help@suiteshare.com,https://suiteshare.com/privacy-policy,https://suiteshare.com/terms-of-use,https://www.pipedrive.com/en/marketplace/app/suiteshare/9e1e79d29ef319b2
2022-01-08,09:33:59 PM,eSignatures & Proposals by GetAccept,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/screenshot/1438d844-eaf0-4fee-9f3b-9a00f24b97e9/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/screenshot/c373c9a5-cee2-4494-a410-deb37fa7732a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/screenshot/bfd6eefd-ff13-4f9e-806a-17e1dfe9c39e/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/screenshot/065a51e5-cd4c-43c3-b6ab-74886d273fb4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/screenshot/b2b27a28-05cd-48d7-b126-1481dc7c5d63/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/247d2c3240cbc0c9/icon/8f7814db-eb9d-4dd1-95a6-b0fb6ac780c1/original.png,4,18,Proposals & contracts,"DescriptionGetAccept takes your Pipedrive sales to the next level. We provide e-signatures, personal video engagement, live chat, quotation, content management, document tracking, contract negotiation and mobile workforce management, all within one solution.With GetAccept, you can: See when and how people engage with your sales documents and follow up with perfect timingInclude a video introduction in your sales documents and use the integrated live chat to keep the conversation going from initial pitch to won dealMake it easy for all parties to close a deal with simple and secure electronic signatures, directly from PipedriveStudies find that 73% of buyers are more likely to make a purchase after watching a video explaining the product or service. Therefore, you can introduce all of your documents with a presentation directly from Pipedrive.The built-in Live Chat allows the recipient to ask questions and write comments connected directly to the sales document. In addition, you can be notified on your mobile device as well.Get important push notifications when prospects are reading your tracked attachments so  you can reach out when the opportunity is warmest. GetAccept goes wherever you go!In addition, prospects can call you directly from anything you send them. Follow up with them by sending text and video reminders to make sure the deal doesn’t turn cold.Setup and installationAdd the GetAccept Chrome extension (You must use Google Chrome as your web browser)
https://chrome.google.com/webstore/detail/pipedrive-esignatures-by/fefcpdaoelakjpoabggngnlgeaaiboinThe extension will be activated when you are logged in to Pipedrive CRMClick on the GetAccept icon in the top right corner of your web browser and use your GetAccept credentials to login or create your free GetAccept AccountOn a contact/organization/deal, you will see a GetAccept right panel where you can send and track your sales documentChoose recipients and their roles, select a template or upload a document. Don't forget to add a video presentation using the GetAccept smartphone app before hitting ""send""!The document status will be presented in Pipedrive CRM. Events will appear in the timeline and you can view detailed tracking by clicking the sent document.Feel free to contact us if you need any support to get going or if you want a demo of GetAccept and the integrationApp ExtensionsBasic app actionsResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","Accelerate and close more deals with our next generation document tracking and e-signature tool, all in-built in Pipedrive CRM",by GetAccept Inc.,"Paycove, Click2Contract, Simple Sign",https://www.getaccept.com/integrations/pipedrive.html,https://www.getaccept.com/integrations/pipedrive.html,mailto:integrations+pipedrive@getaccept.com,https://www.getaccept.com/policy.html,https://www.getaccept.com/terms.html,https://www.pipedrive.com/en/marketplace/app/e-signatures-proposals-by-get-accept/247d2c3240cbc0c9#user-reviews
2022-01-08,09:34:01 PM,Lodago / Free online appointment scheduling tool,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/screenshot/ebbdcb70-cbf7-4ecc-a289-9f1af9941b10/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/screenshot/dfa696d8-d5ad-490b-baee-528d249d3e8e/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/screenshot/0c5a18ad-0627-4c5b-81e6-7068c9ba1c04/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/screenshot/974d223b-8567-49f0-a84e-dbaefabbe53a/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/screenshot/87ba6ef0-793d-499a-bb0f-799f4446db66/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/941f32e4ae2a49b2/icon/08dfd0ea-f288-4c84-9120-be6b94a5ebd7/original.png,0,,"Lead generation, Contacts & calendar sync","DescriptionIncrease the number of appointments you schedule via email by up to 60%.Looking to optimize your appointment booking by email to save time, energy and money? Our free software makes appointment scheduling as easy as possible so that you can boost your productivity.Video presentation: https://youtu.be/IsjGiCYx_l4
Video demo: https://youtu.be/5k_9qBlrw3EOur revolutionary plugin allows your recipients to book appointments directly through your email without the need to leave their inbox. Your calendar is integrated into the email, and your availability is automatically updated whenever you open an email. Unlike existing scheduling tools, the whole process happens inside your email: calendar, updated availability, choice of slot and appointment confirmation.Up to 60% increase in the number of scheduled appointmentsNo more back and forth email exchangesIn-mail calendar available for over 1.7 billion active usersThe in-mail calendar is available for customers with a Gmail, G Suite and Yahoo email address (+1.7 billion active users)! Coming soon: In-mail calendar for Outlook.Customers with other email addresses will automatically receive a version of the email, which contains a link. This link redirects users to a web page with your updated calendar and available time slots.Setup and installationSuper easy to install and use
We install the software together, for free! As soon as you sign up for a free or paid package, you can set an appointment for an online onboarding session within 24 hours.During the onboarding session, we will explain how the solution works and assist you in setting it up.IntegrationYou can connect Lodago to Google Calendar, Office 365 or Outlook Calendar, as well as video conferencing tools: Zoom, Microsoft Teams or Google Meet.App ExtensionsBasic app actionsResourcesWebsitePricingSupport websiteSupport emailTerms of ServicePrivacy Policy",Increase the number of appointments you schedule via email by up to 60% with this free online appointment scheduling software.,by Lodago,"Outplay, Klenty, Leadfeeder",https://lodago.com/en/,https://lodago.com/en/faq/,mailto:support@lodago.com,https://lodago.com/en/privacy-policy/,https://lodago.com/en/terms-of-service-and-use/,https://www.pipedrive.com/en/marketplace/app/lodago-free-online-appointment-scheduling-tool/941f32e4ae2a49b2
2022-01-08,09:34:03 PM,Leady,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/920c42067b7a4031/screenshot/40ae7454-e68a-454e-b36f-c1a373273ea4/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/920c42067b7a4031/screenshot/47efdbe3-cfdb-4087-9123-84ef7197d4ff/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/920c42067b7a4031/screenshot/d09153ef-4249-4371-9318-01ade707558f/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/920c42067b7a4031/screenshot/f281ab32-2141-400e-8d7a-39a4e1b859d0/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/920c42067b7a4031/icon/9203bf21-cda9-49a1-96d2-43b1a7d204b7/original.png,5,5,"Lead generation, Marketing automation","DescriptionLeady identifies and collects information about your prospects and customers across various touchpoints such as website, email, web forms, signups, logins, etc. Leady-Pipedrive integration helps you to simplify data flow between your sales and marketing teams and their tools.SETUP
Sign up for free and insert the tracking snippet of code onto your website either manually or automatically, via Google Tag Manager. TRACK ALL TOUCHPOINTS
Enable the web form as well as newsletter tracking.START RECEIVING LEADS
Start segmenting and connect your CRM and marketing tool stack. Provide your marketing and sales teams with actionable data.DATA FLOW
Once Leady identifies a potential prospect, send this lead directly to Pipedrive. Leady provides your sales and marketing teams with a great intel about who’s visiting your website. It integrates with your Pipedrive and email marketing tools to help share data between your marketing and sales teams, enabling you to increase your sales intelligence and making it easier for sales to capitalize on your existing data.Give your sales a boost with Leady and Pipedrive combo!Combining Leady and Pipedrive is going to simplify your lead generation, verification, making the data flow across teams simple, easy and seamless.If you are not a Leady user you can learn more and sign up for free at https://leady.com/Setup and installationWe are very happy you are interested in Leady integration with Pipedrive!If you haven't tried Leady so far, please visit https://leady.com/ 
For more information, sign up for free at https://leady.com/accounts/register/If you are Leady user, you can make Pipedrive and Leady work together. Use the Connection tab on the left bar of your website, select Pipedrive and click the ""Connect Pipedrive"" button. On the next page, allow Pipedrive to authorize Leady and you are done.ResourcesWebsiteSupport emailTerms of ServicePrivacy Policy","Leady helps you to identify, enrich and segment your B2B leads based on their interaction with your online touchpoints.","by IMPER CZ, s.r.o.","Outfunnel, Outplay, Klenty",https://leady.com/,,mailto:info@leady.com,https://leady.com/privacy/,https://leady.com/terms-of-use/,https://www.pipedrive.com/en/marketplace/app/leady/920c42067b7a4031#user-reviews
2022-01-08,09:34:05 PM,TAMI,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/screenshot/a127d801-8d58-4948-b28b-b21961bad6f2/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/screenshot/48299326-3309-4c15-a339-55ae7c40595c/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/screenshot/91434486-f54e-4e97-8d7b-c6e011014864/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/screenshot/a32befe0-28cc-42de-a785-fba25c6354a1/original.jpeg, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/screenshot/06f64bc9-173d-4888-bd76-cc7a72cee83e/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/a3085c89a020ba30/icon/28e0931d-6ef1-4e4a-807e-9908292ae688/original.png,0,,"Email marketing, Lead generation","DescriptionPipedrive users can log in to TAMI to identify thousands of potential customers. We offer rich company information (merchant size, financial overview, competitor data, website technology, etc.) on over 300 million websites, as well as company phone numbers and validated email addresses. With our Pipedrive integration, users can export leads directly from our app to Pipedrive.Setup and installationIf you wish to sign up to the TAMI platform, please email: hello@tami.co.uk or call us on +353 1 6599 292. We would be delighted to set you up with a trial account that is fully integrated with Pipedrive.If you're an existing TAMI user, simply go to your account and select Pipedrive as your CRM. Accept the terms and conditions, which will now bring you to the login page of your Pipedrive account. Log in, and your account is integrated.ResourcesWebsiteSupport emailTerms of ServicePrivacy Policy","TAMI is a B2B lead generation platform that provides company data of 300 million websites, including rich contact data. Free trial available.",by TAMI,"Outplay, Klenty, Leadfeeder",https://www.tami.co.uk/,,mailto:hello@tami.co.uk,https://www.tami.co.uk/privacy-policy/,https://www.tami.co.uk/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/tami/a3085c89a020ba30
2022-01-08,09:34:07 PM,Trujay Data Migration,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/screenshot/96a08497-c4f7-4f3b-8a3e-5b2b9c488cae/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/screenshot/3374afd2-5b37-4702-8885-b8499535f71b/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/screenshot/22e9f134-25e3-4572-961d-fb4fac57754d/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/screenshot/e2517720-11c0-4572-a4df-ce2dca784408/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/screenshot/9b00b369-5963-4293-b35b-eb90c6459767/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/dca1494c9f5d1a08/icon/4af4523b-2ec7-410f-aa2a-87dd2a14dfde/original.png,0,,Data management,"DescriptionEasily migrate your business information and objects from Salesforce, HubSpot Insightly, Vtiger, SugarCRM, Zoho, SuiteCRM, Highrise, Microsoft Dynamics, and more directly into your Pipedrive CRM.The Trujay Data Migration Wizard is a powerful, secure, and robust tool that works with datasets of all sizes to simplify migrating your data to a new CRM.Our easy-to-use product and exceptional support team of experts will alleviate any stress or uncertainty that comes with moving your data from more than 150+ supported CRMs to Pipedrive. No technical knowledge is required, focus on the content and let the Wizard do the heavy lifting.Features and benefits: Automatically import records from your existing CRM platform to Pipedrive with object and relational data.Custom Field Migration & CreationUnlimited Free Samples (with your data) to test your object, user, and field mapping configurations as many times as you like until you are happy.ResourcesWebsiteSupport emailTerms of ServicePrivacy PolicyDocumentation",Securely migrate your data from over 150 CRM platforms to Pipedrive. The only ones that migrate better than we do are the birds themselves.,by Trujay,"Dedupely, Sales Dashboards & Analytics by Dear Lucy, Plecto",https://trujay.com/,,mailto:support@trujay.com,https://trujay.com/security-policy/,https://trujay.com/terms-of-service/,https://www.pipedrive.com/en/marketplace/app/trujay-data-migration/dca1494c9f5d1a08
2022-01-08,09:34:09 PM,Mluvii,"https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1c02938137250592/screenshot/c0be7096-5586-4f74-bd39-582ae66ab9ac/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1c02938137250592/screenshot/6680dd8f-ebd7-4bd9-ba3e-fc7ffb26a6ea/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1c02938137250592/screenshot/79830849-dba9-4bde-ac6d-27c1c8293ce0/original.png, https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1c02938137250592/screenshot/e2cf872b-24f5-4539-99eb-7e32a7b55dc5/original.png",https://pipedrive-marketplace-manager-live.s3.amazonaws.com/1c02938137250592/icon/81804de9-0058-4e91-92b5-787fcff91fd7/original.png,0,,"Bots & messaging, Customer support","DescriptionCan you close online deals as efficiently as face-to-face? With Mluvii you sure can!Engage your visitors, collect and qualify leads and show them a demo of your product in a video call. You can also co-browse with them and close the deal in the same minute. Sounds good?Meet mluvii, the browser-based omnichannel communication platform for contact centers and sales teams. Mluvii will boost your sales and give your customers the attention they deserve. Chat with your customers, make video calls, send emails, or share your offer in real-time and in one interface.Mluvii automatically matches contacts with existing deals in Pipedrive and saves the details of a conversation in the deal view, including offer transcription or the video recordings. You can also easily create new entries for contacts that are not in Pipedrive yet. Integration with Pipedrive is easy as pie, and there is no installation needed.What are the communication options?WebchatApp chatFacebook MessengerWhatsAppChatbotEmailVideo callWallet cardIP telephonyYou can manage all of the communication channels in one user-friendly interface.
Other Features and Options:Lead CallbackFile and screen sharingCo-browsingREST APISDK Library for mobile devicesUnique invitation linksCall center management toolsAnalytics and reportingRecordingCustomizable templatesSetup and installationThe setup process is easy. Mluvii is a browser-based platform, so you don’t need to install any software. If you already have a mluvii account, please follow the steps below: Log in to mluvii as tenant admin or higherSelect Settings -> Integrations -> Pipedrive Configure the Pipedrive integrationResourcesWebsiteSupport websiteSupport emailTerms of ServicePrivacy PolicyDocumentation","A communication platform including chat, chatbots, instant messengers, email, video calls, co-browsing, phones, collaboration tools and much more.",by Mluvii,"Pipechat, Kixie PowerCall and SMS, CloudTalk",https://www.mluvii.com/language/en/,https://www.mluvii.com/language/en/can-we-begin_eng,mailto:info@mluvii.com,https://www.mluvii.com/language/en/,https://www.mluvii.com/language/en/,https://www.pipedrive.com/en/marketplace/app/mluvii/1c02938137250592
