date,time,name,images,logo,details,sandboxed,priceline,developer,hosted_at,works_with,examples,developer_website,privacy_policy,terms_of_service,url
2022-01-09,11:26:51 AM,graphomate matrix,"https://galleryapi.tableau.com/productfiles/284/graphomate_matrix_Shot2.png, https://galleryapi.tableau.com/productfiles/284/graphomate_matrix_Shot2.png, https://galleryapi.tableau.com/productfiles/284/graphomate_matrix_Shot1.png, https://galleryapi.tableau.com/productfiles/284/graphomate_matrix_Shot3.png",https://galleryapi.tableau.com/productfiles/284/graphomate_matrix_Icon.png,"graphomate matrix at a glance:

display of hierarchies in rows and columns
clear presentation thanks to in-cell charts
flexible and conditional formatting for each column, row or single cell
performant display
table design according to IBCS

graphomate matrix is a high performance table which gives you unlimited conditional formatting options for each cell, row or column. Choose from different predefined in-cell charts in the user interface or write your own script with our own formatting language - You want to highlight single cells depending on their value? Highlight totals rows? Use a table as a heatmap? The graphomate matrix implements all your requirements for a neat table design! Our matrix also supports IBCS rules for meaningful tables like deviations as bar or needle charts, column scenarios and background bar charts. In addition, it enables both hierarchical (implicit or explicit) and tabular (CrossTab) views, hierarchies can also be used in the columns and additional columns with its own calculations can be added - for example for variance calculations. The graphomate matrix for Tableau is free to use and contains all available features. In Tableau Desktop it can be used without restrictions. In the Tableau Online service it additionally shows a watermark. To use the matrix online without a watermark, feel free to ask us for time-limited demo versions or purchase subscription licenses. For more information, please visit our website.",,Free,graphomate GmbH,https://api.graphomate.com/tableau/matrix/shop/,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.graphomate.com/en/products/graphomate-matrix/,https://www.graphomate.com/en/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/284?version=2021.1
2022-01-09,11:26:53 AM,Dynamic Date Parameter,https://galleryapi.tableau.com/productfiles/26/14/Biztory_DynamicDateParameter_Shot1.png,https://galleryapi.tableau.com/productfiles/26/Biztory_DynamicDateParameter_Icon.png,Set a date parameter to a default value when launching a dashboard. The date specified can be a specific date or a relative date (e.g. first day of last quarter or yesterday). The syntax for specifying the default date is based on moment.js expressions – a web library used to set and display dates and times in JavaScript. All settings can be configured through the extension configuration screen.,,Free,Biztory,https://tableau-extensions-cdn.biztory.com/GenericExtensions/DynamicDateParameter/DynamicDateParameter.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.biztory.com/,https://galleryapi.tableau.com/productfiles/26/Biztory_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/26?version=2021.1
2022-01-09,11:26:54 AM,Kinetica Geospatial Visualization,"https://galleryapi.tableau.com/productfiles/273/268/Kinetica_GeospatialVisualization_Shot1.gif, https://galleryapi.tableau.com/productfiles/273/268/Kinetica_GeospatialVisualization_Shot1.gif, https://galleryapi.tableau.com/productfiles/273/268/Kinetica_GeospatialVisualization_Shot2.png, https://galleryapi.tableau.com/productfiles/273/268/Kinetica_GeospatialVisualization_Shot3.png",https://galleryapi.tableau.com/productfiles/273/Kinetica_GeospatialVisualization_Icon.png,"The Kinetica Geospatial Visualization for Tableau harnesses the power of Kinetica's server-side geospatial rendering to deliver virtually unlimited scale of geospatial visualization in Tableau. Link the extension to a geospatial table in Kinetica and choose from several rendering options, like discrete features or heatmap, and customize the colors as desired. Visualize points, polygons, and time-ordered traces on a default or custom basemap of your choosing. When used in conjunction with Kinetica’s ODBC/JDBC connector, filters applied in Tableau will propagate to the extension's visualization automatically. Clicking on an area will open a pop-up with detailed table information about the features near the point of interest.
For more information, visit our documentation site",,License Required,Kinetica,https://tableaumap.kinetica.com/,Tableau 2018.2 and later,,https://docs.kinetica.com/7.1/analytics/tableau/kin_geo_viz_tableau/,https://www.kinetica.com/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/273?version=2021.1
2022-01-09,11:26:55 AM,Form Builder,"https://galleryapi.tableau.com/productfiles/48/36/M2dot_FormBuilder_Shot1.png, https://galleryapi.tableau.com/productfiles/48/36/M2dot_FormBuilder_Shot1.png, https://galleryapi.tableau.com/productfiles/48/36/M2dot_FormBuilder_Shot2.png, https://galleryapi.tableau.com/productfiles/48/36/M2dot_FormBuilder_Shot3.png",https://galleryapi.tableau.com/productfiles/48/M2dot_FormBuilder_Icon.png,"The M2 Form Builder write-back extension enables the creation of Tableau extensions and offers simple tools that can be combined to form flexible and fully customizable input masks – without programming knowledge. From a toolbox of simple building blocks, you can create complex input masks that communicate with their data sources in a variety of ways. You can execute any SQL statement in the context of the Tableau dashboard. This allows you to interactively change or augment your data source and immediately visualize the result on a Tableau dashboard.
To learn more about the write back solution please visit our product page. To see an example of a live form please check out our demo.",,License Required,M2,https://gallery.m2dot.com/extension-forms/salesquota,Tableau 2018.2 and later,,https://m2dot.com/,https://m2dot.com/impressum_datenschutz/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/48?version=2021.1
2022-01-09,11:26:56 AM,Date Range Picker,"https://galleryapi.tableau.com/productfiles/278/271/BackSpace_DatePicker_Shot1.png, https://galleryapi.tableau.com/productfiles/278/271/BackSpace_DatePicker_Shot1.png, https://galleryapi.tableau.com/productfiles/278/271/BackSpace_DatePicker_Shot2.png, https://galleryapi.tableau.com/productfiles/278/271/BackSpace_DatePicker_Shot3.png",https://galleryapi.tableau.com/productfiles/278/BackSpace_DatePicker_Icon.png,Are your users having a hard time selecting a date range in your dashboards? With our Date Picker Extension for Tableau you can offer your community an intuitive function that will allow them to select a date range in your dashboards within seconds. Remember the best customer satisfaction is obtained when serving high performing attractive dashboards to your users!,,Free,BackSpace,https://extensions.tableauusercontent.com/sandbox/date-range-picker/index.html,Tableau 2019.4 and laterTableau Public (2020.1 and later),,https://backspace.cl/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/278?version=2021.1
2022-01-09,11:27:07 AM,Eqolines,"https://galleryapi.tableau.com/productfiles/300/zsah_Eqolines_Shot1.gif, https://galleryapi.tableau.com/productfiles/300/zsah_Eqolines_Shot1.gif, https://galleryapi.tableau.com/productfiles/300/zsah_Eqolines_Shot2.gif, https://galleryapi.tableau.com/productfiles/300/zsah_Eqolines_Shot3.gif",https://galleryapi.tableau.com/productfiles/300/zsah_Eqolines_Icon.png,"Democratised geospatial capability for Tableau business users to easily visualise the reachable world using different modes of transport, spatially filter your data against journey times, build routing matrices, ascertain route optimisation and geocoding (coming soon) to help prepare your data. 
What problem does Eqolines solve?
If you are an organisation who travels to deliver a service or your customers are traveling to you for consuming services, we help calculate the journey.
Business decisions cannot be based on a radius or how the crow flies. They are inaccurate and not how we as people use the world. We are dependent on the modes of transport, road networks and public transport. Anything less than this means, loss of opportunities. 
We want you, the Tableau Users, to be able to search and filter your data on how people really travel!   This extension is built with low code in mind so business users can ask questions – no longer a need to depend on specialist tools or resources to get this information.
Types of licenses:
Free – For non-commercial use only, with restricted quotas. Data provided and support provided by OpenRouteService.        https://openrouteservice.org/
Paid – For commercial purpose, with additional features and scalability to support business wide requirements. 
Social viz projects – For projects that socially matter, reach out and case by case we will review and give you free access.
Some of the use cases by industries –
Logistics – What postcodes can we deliver to within a certain time from a number of depots?
Retail – Between 5 coffee shops, what coverage of reachability do we have within 10 mins walking or 5 mins cycling time?
Retail – I want to open a new store, I need to do site analysis against my competitors in the area.
Travel – What Points of Interest are reachable within a certain walking time to my hotel.
Airports -What is the catchment area of my airport at a certain time of the day and I want to evaluate this using different transport modes.
Transport – What Point of Interests are reachable within a certain walking time e.g. between a number of nearby stations or bus stations.
Healthcare – I need to deliver new vaccines, what catchment areas are covered using delivery vans within a certain time. Or what areas are within a certain journey time from a hospital or clinics.
Transport – What is the combined reachability of two or more stations when their isochrones are merged?   Do we need to open a third station, or do they have sufficient coverage between them?
Many more can be found here
All in one extension!
Isolines – Create on the fly visualisations from origins and reachable areas, by mode of transport and other criteria’s. Find the intersection, combined reachable coverage as unions, population density, estimated rush hour effect (beta) and intervals.
Journey Matrix  - Get a matrix of journey time and insights by calculating many origins to many destinations.
GeoSpatial Filtering – Select your point of origin(s) to many destinations using different modes of transport and filter your data based on reachability.
Route Optimisation – Find the most the optimal route and number of agents required for number of way points (stops) using different modes of transport.
Geocoding (coming soon) – Make your data viable for spatial analysis, by converting address data to Latitude and Longitudes.",,Free,zsah,https://tableau.eqolines.com/Eqolines/dpq_si_eqolines.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://eqolines.com/,https://eqolines.com/privacy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/300?version=2021.1
2022-01-09,11:27:08 AM,graphomate charts,"https://galleryapi.tableau.com/productfiles/272/267/graphomate_charts_Shot1.png, https://galleryapi.tableau.com/productfiles/272/267/graphomate_charts_Shot1.png, https://galleryapi.tableau.com/productfiles/272/267/graphomate_charts_Shot2.png",https://galleryapi.tableau.com/productfiles/272/graphomate_charts_Icon2.png,"graphomate charts is a highly customizable visualization component
The graphomate charts, graphomate ́s first product, remain our top seller. Through constant evolution and optimization we are able to offer our customers the most sophisticated chart component on the market. Based on six chart types you can easily implement the recommendations of the International Business Communication Standards (IBCS). At the same time graphomate charts can be customized to fit your needs.
In addition to bar and column charts, you can use needle and stacked bar charts, but also waterfall charts – for example for P&L or contribution margin calculations – to realise a standardized notation.
The advantages of graphomate charts at a glance

fully integrated into Tableau: drill downs, highlights, selections and tooltips are supported
six chart types that can be aligned horizontally or vertically
different chart types in one chart (“combination charts“)
easy integration of absolute and percentage deviation diagrams
Comparison Group for uniform scaling of charts within a reporting application
freely definable scenarios – color, fill pattern, shape – per data series or data point
highlighting of differences between data points via single and multi highlighting
display of additional data-driven reference lines
automatic avoidance of label collisions
template management via the graphomate server
definition of outliers
comprehensive formatting options for category, data series and data labels
hierarchical representations of category labels
display of a value axis
title field, scaling helper and separator frames
advanced own property sheet

The graphomate charts for Tableau is free to use and contains all available features. In Tableau Desktop it can be used without restrictions. In the Tableau Online service it additionally shows a watermark. To use the charts online without a watermark, feel free to ask us for time-limited demo versions or purchase subscription licenses. For more information, please visit our website.",,Free,graphomate GmbH,https://api.graphomate.com/tableau/charts/shop/,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.graphomate.com/en/products/graphomate-charts/,https://www.graphomate.com/en/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/272?version=2021.1
2022-01-09,11:27:09 AM,Intelligent Narratives for BI,"https://galleryapi.tableau.com/productfiles/47/35/Arria_IntelligentNarrativesForBI_Shot1.png, https://galleryapi.tableau.com/productfiles/47/35/Arria_IntelligentNarrativesForBI_Shot1.png, https://galleryapi.tableau.com/productfiles/47/35/Arria_IntelligentNarrativesForBI_Shot2.png, https://galleryapi.tableau.com/productfiles/47/35/Arria_IntelligentNarrativesForBI_Shot3.png",https://galleryapi.tableau.com/productfiles/47/Arria_IntelligentNarrativesForBI_Icon.png,"Quickly identify, communicate, and action key insights. This extension provides two powerful components: 

a range of configurable, out-of-the-box NLG narratives for instant, expert analysis and reporting

an embedded chat platform for rapid answers to specific questions.


Arria’s extension enables you to add natural language generation (NLG) capabilities to your dashboard, generating narratives based on the entire dataset beneath it. With expert narrative generated from the entire dataset, critical facts and insights that might otherwise be missed are now shown—resulting in faster, better-informed decision-making. Use this extension on any dashboard or data model you have in Tableau. 
Bridge Tableau to Arria NLG and go beyond out-of-the-box narratives to custom narratives that extract specific insights from the data. 
Highlights include: 

unlimited number of dimensions or measures 

narratives created for any type of data-driven visual 

ask specific questions about your data and get fast, precise answers



encode your own BI-analyst knowledge into the system

You have full flexibility to interpret findings, summarize key insights, point out specific facts, or tell the whole story in as many words as you need, in real-time. 
For more information: https://docs.integrations.arria.com/BI/Tableau/en/index-en.html",,License Required,Arria NLG,https://in.prod.arria.com/tableau/,Tableau 2018.2 and later,,https://support.arria.com/support/tickets/new,https://www.arria.com/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/47?version=2021.1
2022-01-09,11:27:10 AM,Data-Driven Parameters,"https://galleryapi.tableau.com/productfiles/101/101/Tableau_Data-DrivenParameters_Shot1.png, https://galleryapi.tableau.com/productfiles/101/101/Tableau_Data-DrivenParameters_Shot1.png, https://galleryapi.tableau.com/productfiles/101/101/Tableau_Data-DrivenParameters_Shot2.png, https://galleryapi.tableau.com/productfiles/101/101/Tableau_Data-DrivenParameters_Shot3.png",https://galleryapi.tableau.com/productfiles/101/Data-DrivenParameters.png,"Some features of this extension have been added in-product as of 2020.1
This extension allows you to add a parameter to a Tableau dashboard whose domain is based on your data. Added a new product line? No longer do you need to manually edit the parameter to update it, with this extension your parameter values update automatically!

Create an open input (All) parameter with a data type matching the field you want to use to populate it.

Drag in this extension.

Select the parameter you created above for the extension to manipulate.



Select the worksheet that holds the field you want to base your parameter on.

Select the field you want to base your parameter on.

Click 'OK'.


Optional: Configure your text and background colors.
Note: You can add as many instances of this extension as you like!        
Source code on GitHub",,Free,Tableau,https://extensions.tableauusercontent.com/sandbox/data-driven-parameters/index.html,Tableau 2019.4 and laterAccess a version compatible with 2019.4 and laterTableau Public (2020.1 and later),,https://github.com/tableau/extension-data-driven-parameters,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/101?version=2021.1
2022-01-09,11:27:21 AM,Alert IQ,"https://galleryapi.tableau.com/productfiles/44/32/RelayiQ_AlertIQ_Shot1.png, https://galleryapi.tableau.com/productfiles/44/32/RelayiQ_AlertIQ_Shot1.png, https://galleryapi.tableau.com/productfiles/44/32/RelayiQ_AlertIQ_Shot2.png, https://galleryapi.tableau.com/productfiles/44/32/RelayiQ_AlertIQ_Shot3.png",https://galleryapi.tableau.com/productfiles/44/RelayiQ_AlertIQ_Icon.png,"Alert IQ delivers proactive, personalized, context-rich and prescriptive alerts from Tableau dashboards, to email, Slack and SMS.  Business users that may not be inclined to visit a dashboard will be notified, in their channel of choice, with insights and recommended actions that are specific to them.  This is done at scale so that hundreds or even thousands of users can be subscribed to alerts with an easy, one-time configuration, and integration with your user management services.   A simple self-service interface allows users to manage their own subscriptions, keeping them engaged, and ultimately boosting Tableau adoption.",,License Required,RelayiQ,https://winnowanalytics.com/apps/extensions/tableau/start,Tableau 2018.2 and later,,https://www.relayiq.com/,https://www.relayiq.com/privacy-policy,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/44?version=2021.1
2022-01-09,11:27:22 AM,SuperTables,"https://galleryapi.tableau.com/productfiles/111/110/AppsforTableau_SuperTables_Shot1.png, https://galleryapi.tableau.com/productfiles/111/110/AppsforTableau_SuperTables_Shot1.png, https://galleryapi.tableau.com/productfiles/111/110/AppsforTableau_SuperTables_Shot2.png, https://galleryapi.tableau.com/productfiles/111/110/AppsforTableau_SuperTables_Shot3.png",https://galleryapi.tableau.com/productfiles/111/AppsforTableau_SuperTables_Icon.png,"Every now and then we all use tables in our Tableau Dashboards. You probably use them to create context boxes, drill down a simple hierarchy or add some other detail to your visualizations. Tableau Tables offer great general functionality but when it comes to custom grouping, ordering or pivoting for example they lack the power and freedom for the dashboard user (If you want to improve your dashboards and perform analytics even better, check our DashboardUsage extension).
Are you ready to turn the tables?
With the SuperTables extension for Tableau, you can offer your dashboard users the power of interactive and dynamic Excel-like tables that allow users to decide how to organize and analyze their data in a flexible grid using the features just like in Excel without leaving Tableau! Enrich your dashboards with the SuperTables extension for Tableau and allow your visitors to do their own analysis with the summarized data of your visualizations.
Let your users group data, use inline filters on columns, expand rows and export to csv and Excel. This fast performing table enriches your dashboard with extra context to your visualizations without any boundaries. It supports dashboard actions, it makes sure your calculations on aggregated data are correct and it offers your users the possibility to store their personal views on Tableau Server so they can start tomorrow where they stopped today.
Get started!
Learn more about the SuperTables extension here.
Learn how to quickly set it up with our Product Guide.
Disclaimer
The free version of this extension is limited to 1 SuperTables extension to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com 
https://appsfortableau.infotopics.com/
LinkedIn – Twitter – Facebook - Youtube",,Free,Infotopics | Apps for Tableau,https://extensions.tableauusercontent.com/sandbox/super-tables/index.html,Tableau 2019.4 and later,,https://www.appsfortableau.com/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/111?version=2021.1
2022-01-09,11:27:34 AM,Process Analysis,"https://galleryapi.tableau.com/productfiles/170/167/Billigence_ProcessAnalysis_Shot1.gif, https://galleryapi.tableau.com/productfiles/170/167/Billigence_ProcessAnalysis_Shot1.gif, https://galleryapi.tableau.com/productfiles/170/167/Billigence_ProcessAnalysis_Shot2.gif, https://galleryapi.tableau.com/productfiles/170/167/Billigence_ProcessAnalysis_Shot3.gif",https://galleryapi.tableau.com/productfiles/170/Billigence_ProcessAnalysis_Icon.png,"Process Analysis allows you to easily understand detrimental elements of core business operations and provide insights necessary for correction if required. 
Typical use-cases involve analysis of credit card applications, project management efficiency and more.
In order for the Extension to work properly, the underlying data needs to be formatted in a certain way. Please refer to Instructions section (marked with ? symbol) within the Extension for more information.
For more information on how to run Extension in your Dashboard, our Data Privacy Policy or other Tableau Extensions we offer, visit www.billigence.com/tableau-extensions.",,License Required,Billigence,https://biappsstore.com/extensions/process/index.html,Tableau 2018.2 and later,,https://www.billigence.com/,https://billigence.com/tableau-extensions/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/170?version=2021.1
2022-01-09,11:27:35 AM,Image Map Filter,"https://galleryapi.tableau.com/productfiles/113/112/Tableau_ImageMapFilter_Shot2.gif, https://galleryapi.tableau.com/productfiles/113/112/Tableau_ImageMapFilter_Shot2.gif, https://galleryapi.tableau.com/productfiles/113/112/Tableau_ImageMapFilter_Shot1.gif, https://galleryapi.tableau.com/productfiles/113/112/Tableau_ImageMapFilter_Shot3.gif",https://galleryapi.tableau.com/productfiles/113/Tableau_ImageMapper_Icon.png,"Instead of boring old filters add a new level of interactivity with clickable image maps. Simply select your image, draw hot spots and filter away. From floor maps to product schematics, you can now easily create deeper interactivity without dealing with polygons and points. This extension, code-named Jungle Book, was inspired by the daughters of one of our developers and has been a favorite to demo over the past couple of years. It is now an official Tableau extension that everyone can use and enjoy. Try out the demo here. Check out the GitHub repository for the source code and set-up instructions or to report an issue.",,Free,Tableau,https://extensions.tableauusercontent.com/sandbox/jungle-book/index.html,Tableau 2019.4 and laterTableau Public (2020.1 and later),https://public.tableau.com/profile/lorna.eden#!/vizhome/WOW2021W07CanyouuseDashboardExtensions/WOW2021W07,https://github.com/tableau/extension-jungle-book,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/113?version=2021.1
2022-01-09,11:27:46 AM,DashboardUsage 2.0,"https://galleryapi.tableau.com/productfiles/17/5/AppsforTableau_DashboardUsage_Shot1.png, https://galleryapi.tableau.com/productfiles/17/5/AppsforTableau_DashboardUsage_Shot1.png, https://galleryapi.tableau.com/productfiles/17/5/AppsforTableau_DashboardUsage_Shot2.png, https://galleryapi.tableau.com/productfiles/17/5/AppsforTableau_DashboardUsage_Shot3.png",https://galleryapi.tableau.com/productfiles/17/AppsforTableau_DashboardUsage_Icon.png,"Built from the ground up with powerful new features, we are thrilled to introduce you to our completely redesigned DashboardUsage extension! DashboardUsage lets you keep track of what’s happening in your Tableau dashboards so you can perform analytics and improve the design of your dashboards. Log information about dashboard events, users and extensions! DashboardUsage uses a local database to store information and this data can be used to power other dashboards, governed and secured right in Tableau!
Event tracking
Analyzing the events on your dashboard gives you more insight in how users interact with your dashboards. Configure which of these events you want to track and use insights to improve and design better dashboards! For example, remove the filters that are never clicked and make the marks that are clicked often more prominent.
Track Client information
With the brand new 2.0 version of DashboardUsage, you have more tracking capability than ever. Now, you’re able to track client information such as screen resolution and installed fonts. This allows you to tailor the dashboard experience for your users to serve them better dashboards. For example, use the most common screen resolution to size your dashboards so people have the best viewing experience.
Track Extension Usage
Another new feature in 2.0 is the ability to track extensions. This means you will be able to know on which dashboards certain extensions are being used. Create more awareness by knowing what extensions are being used on which dashboards so you know for example, which dashboards will be affected when you want to update one certain extension!
Get started!
Learn more about the DashboardUsage 2.0 extension here.
Learn how to quickly set it up with our Product Guide.
Disclaimer
The free version of this extension is limited to 1 DashboardUsage 2.0 extension to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com
https://appsfortableau.infotopics.com
LinkedIn – Twitter – Facebook - Youtube",,License Required,Infotopics | Apps for Tableau,https://dashboard-usage-gallery.appsfortableau.com/,Tableau 2018.2 and later,,https://www.appsfortableau.com/,https://galleryapi.tableau.com/productfiles/17/AppsforTableau_PrivacyPolicy.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/17?version=2021.1
2022-01-09,11:27:47 AM,Mapbox Geospatial Analytics,"https://galleryapi.tableau.com/productfiles/41/29/Mapbox_MapAnalytics_Shot1.png, https://galleryapi.tableau.com/productfiles/41/29/Mapbox_MapAnalytics_Shot1.png, https://galleryapi.tableau.com/productfiles/41/29/Mapbox_MapAnalytics_Shot2.png, https://galleryapi.tableau.com/productfiles/41/29/Mapbox_MapAnalytics_Shot3.png",https://galleryapi.tableau.com/productfiles/41/Mapbox_MapAnalytics_Icon.png,"This extension enables dynamic geographic visualization and analysis. Once a sheet and a metric have been selected, choose between grids, clusters, voronois, and isobands on fast vector maps. The visualization will automatically adjust to your worksheet selections and can be reconfigured on the fly. The extension also supports 3D extrusions for non-clustered visualizations. 
Note: For Tableau 2018.2+, the extension is only supported on Tableau Desktop for Mac and Tableau Online/Server.
Documentation: https://docs.mapbox.com/geographic-analytics/",,Free,Mapbox,https://demos.mapbox.com/TableauAnalyticsExtension/,Tableau 2018.2 and later,,https://docs.mapbox.com/geographic-analytics/,https://www.mapbox.com/privacy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/41?version=2021.1
2022-01-09,11:27:48 AM,Wordsmith,"https://galleryapi.tableau.com/productfiles/16/4/AutomatedInsights_Wordsmith_Shot1.png, https://galleryapi.tableau.com/productfiles/16/4/AutomatedInsights_Wordsmith_Shot1.png, https://galleryapi.tableau.com/productfiles/16/4/AutomatedInsights_Wordsmith_Shot2.png, https://galleryapi.tableau.com/productfiles/16/4/AutomatedInsights_Wordsmith_Shot3.png",https://galleryapi.tableau.com/productfiles/16/AutomatedInsights_Wordsmith_Icon.png,"Wordsmith for Tableau, created by Automated Insights, is a natural language generation platform that gives analysts the power to transform the data in your dashboards into clear, written analytics. The platform empowers businesses to deliver the right insight, to the right person, at the right time. By combining written analytics with Tableau visualizations, Wordsmith weaves together a cohesive story based on the data behind your dashboard to highlight what is going on, and more importantly, what to do about it.  Wordsmith makes exploring, discovering, and communicating insights easier than ever before. 
Want to give it a try? This role-based demo designed for the ""Superstore - Commission Model"" dashboard is available to everyone! To get started, download the Wordsmith Superstore Extension from the gallery and add the element on the ""Commission Model"" dashboard.",,License Required,Automated Insights,https://demos.automatedinsights.com/role-based-reporting/extension,Tableau 2018.2 and later,,https://automatedinsights.com/,https://automatedinsights.com/privacy-policy/,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/16?version=2021.1
2022-01-09,11:27:49 AM,Animated Bubbles,"https://galleryapi.tableau.com/productfiles/235/235/Inovista_AnimatedBubbleImage_Shot1.gif, https://galleryapi.tableau.com/productfiles/235/235/Inovista_AnimatedBubbleImage_Shot1.gif, https://galleryapi.tableau.com/productfiles/235/235/Inovista_AnimatedBubbleImage_Shot2.png, https://galleryapi.tableau.com/productfiles/235/235/Inovista_AnimatedBubbleImage_Shot3.png",https://galleryapi.tableau.com/productfiles/235/Inovista_AnimatedBubbleImage_Icon.png,"Highlights

The chart presents a typical bubble chart but offers the capability of animating the bubbles through periods such as time. The bubbles resize and relocate for each period.
Bubbles can be represented as images. For example, if the data represent countries, a flag image can be used in place of a bubble. The image resizes and relocates just as the bubble does. Image can be either a URL link or embedded as Base64 text.
A user can pause the animation at any point and can then restart the animation or browse to the next or previous period.
Tooltips present a dotted line to each axis and the value of the bubble/image.
A variety of properties are available to the designer which include linear/log axes, show/hide pause panel, font/color editing and grouping options.

For information on using the Animated Bubble and Image Chart, see Animated Bubble/Image Chart User Guide
To view a YouTube video on using the chart, see Animated Bubble/Image Chart for Tableau
Check out a live demo here.",,License Required,Inovista,https://www.inovista.com/tableau3/animbubble/animbubble.html,Tableau 2018.2 and laterTableau Public (2020.1 and later),,https://www.inovista.com/animatorFiles/demoProjects/BubbleRaceTableau.html,https://inovista.com/animatorFiles/eula/TableauPrivacyStatement.pdf,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/235?version=2021.1
2022-01-09,11:27:50 AM,ShowMeMore 2.0,"https://galleryapi.tableau.com/productfiles/109/Infotopics_ShowMeMore_Shot1.png, https://galleryapi.tableau.com/productfiles/109/Infotopics_ShowMeMore_Shot1.png, https://galleryapi.tableau.com/productfiles/109/Infotopics_ShowMeMore_Shot2.png, https://galleryapi.tableau.com/productfiles/109/Infotopics_ShowMeMore_Shot3.png",https://galleryapi.tableau.com/productfiles/109/AppsforTableau_ShowMeMore_Icon.png,"The ShowMeMore extension for Tableau fills in the blanks when you need to embed visualization types not present in the default Tableau “Show me” set.
Always wanted to embed an interactive Sankey diagram to visualize flows? In urgent need for a flexible Radar Chart in your HR dashboards? Visualize a dynamic Network Graph in your Tableau dashboard to illustrate your department structure? No problem with the Show me more extension for Tableau!
This extension offers various extra visualization types not being present in the Tableau “Show me” pane.
Create beautiful new visuals in Tableau with just a few clicks!
Tableau guides you towards best practice visualizations with the excellent “Show me” button but what if you need a different type of graph in your dashboard? Creating new visualizations can be challenging… ShowMeMore enables you to serve new graph types to your customers special needs!

Instant access to new visualizations in Tableau
Autosuggest the best visualization type
Interact with sheets, filters, parameters and highlights
No programming skills – drag and drop

Get started!
Learn more about the ShowMeMore extension here.
Learn how to quickly set it up with our Product Guide.
Disclaimer
The free version of this extension is limited to 1 ShowMeMore extension to your dashboard. To experience the fully functional extension, request your free trial here: https://appsfortableau.infotopics.com/request-free-trial/
Stay updated on our latest features and news!
Contact: support@appsfortableau.com 
https://appsfortableau.infotopics.com/
LinkedIn – Twitter – Facebook - Youtube",,Free,Infotopics | Apps for Tableau,https://extensions.tableauusercontent.com/sandbox/show-me-more/index.html,Tableau 2019.4 and laterTableau Public (2020.1 and later),,https://www.appsfortableau.com/,,https://galleryapi.tableau.com/productfiles/Tableau%20Accelerator%20ELA.pdf,https://extensiongallery.tableau.com/extensions/109?version=2021.1
